bench,name,seed,cond,delta,target,gain,acc_gain,joint_harm,apply,flip_harm,flip_help
drugban,human_random,s42,prot25,0.0,hard,0.006411841395432494,0.01750000000000007,0.11916666666666667,0.7266666666666667,0.0025,0.02
drugban,human_random,s42,prot25,0.02,hard,0.006411841395432494,0.01750000000000007,0.1025,0.7266666666666667,0.0025,0.02
drugban,human_random,s42,prot25,0.05,hard,0.008547248696277654,0.025000000000000022,0.04833333333333333,0.7666666666666667,0.009166666666666667,0.034166666666666665
drugban,human_random,s42,prot25,0.1,hard,0.019179329257327793,0.03249999999999997,0.15666666666666668,0.9933333333333333,0.020833333333333332,0.05333333333333334
drugban,human_random,s42,prot25,0.2,hard,0.019179329257327793,0.03249999999999997,0.09166666666666666,0.9933333333333333,0.020833333333333332,0.05333333333333334
drugban,human_random,s42,scaffold_prot50,0.0,hard,0.01935915303003055,0.05166666666666664,0.14166666666666666,0.775,0.03166666666666667,0.08333333333333333
drugban,human_random,s42,scaffold_prot50,0.02,hard,0.01935915303003055,0.05166666666666664,0.12416666666666666,0.775,0.03166666666666667,0.08333333333333333
drugban,human_random,s42,scaffold_prot50,0.05,hard,0.019808712461787392,0.05249999999999999,0.0975,0.7825,0.034166666666666665,0.08666666666666667
drugban,human_random,s42,scaffold_prot50,0.1,hard,0.02172776928609954,0.05249999999999999,0.08583333333333333,0.8425,0.03833333333333333,0.09083333333333334
drugban,human_random,s42,scaffold_prot50,0.2,hard,0.02172776928609954,0.05249999999999999,0.05416666666666667,0.8425,0.03833333333333333,0.09083333333333334
drugban,human_random,s1,prot25,0.0,hard,0.011432858298867088,0.03166666666666662,0.05416666666666667,0.7816666666666666,0.013333333333333334,0.045
drugban,human_random,s1,prot25,0.02,hard,0.011432858298867088,0.03166666666666662,0.05,0.7816666666666666,0.013333333333333334,0.045
drugban,human_random,s1,prot25,0.05,hard,0.011432858298867088,0.03166666666666662,0.03833333333333333,0.7816666666666666,0.013333333333333334,0.045
drugban,human_random,s1,prot25,0.1,hard,0.011432858298867088,0.03166666666666662,0.028333333333333332,0.7816666666666666,0.013333333333333334,0.045
drugban,human_random,s1,prot25,0.2,hard,0.011432858298867088,0.03166666666666662,0.02666666666666667,0.7816666666666666,0.013333333333333334,0.045
