family,dataset,condition,target,seed,alpha,delta,beta,base_metric,apply_rate,joint_harm,cond_harm,acc_gain,loss_gain,blanket_acc_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,q_hat,n_conf,n_test,exchangeable
drugban,bindingdb_random_s42_pool-source,scaffold,hard,0,0.3,0.05,0.65,0.779167,0.271037,0.007825,0.028871,0.02002,0.025717,0.05874,0.320494,0.551118,0.817276,0.339142,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold,cross_mask,0,0.3,0.05,0.65,0.779167,0.27937,0.006911,0.024736,0.019106,0.031295,0.055081,0.32054,0.542073,0.817073,0.340175,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold,hard,0,0.4,0.05,0.65,0.779167,0.251423,0.005386,0.021423,0.00935,0.012497,0.05874,0.320494,0.551118,0.817276,0.267834,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold,cross_mask,0,0.4,0.05,0.65,0.779167,0.257927,0.003862,0.014972,0.008943,0.018281,0.055081,0.32054,0.542073,0.817073,0.265712,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold,hard,0,0.5,0.05,0.65,0.779167,0.236382,0.003862,0.016337,0.00315,0.007653,0.05874,0.320494,0.551118,0.817276,0.199615,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold,cross_mask,0,0.5,0.05,0.65,0.779167,0.243902,0.002337,0.009583,0.003049,0.013685,0.055081,0.32054,0.542073,0.817073,0.199388,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.05,0.05,0.8,0.715244,0.244004,0.00813,0.033319,0.036382,0.066557,0.084451,0.37493,0.522663,0.781199,0.717311,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.05,0.05,0.825,0.715244,0.234959,0.007215,0.030709,0.035671,0.0703,0.081301,0.374017,0.527947,0.78435,0.723628,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.1,0.05,0.8,0.715244,0.300102,0.018598,0.061971,0.063618,0.12195,0.084451,0.37493,0.522663,0.781199,0.622526,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.1,0.05,0.825,0.715244,0.28811,0.017378,0.060317,0.060467,0.115663,0.081301,0.374017,0.527947,0.78435,0.624726,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.15,0.05,0.8,0.715244,0.343902,0.033435,0.097222,0.077236,0.152972,0.084451,0.37493,0.522663,0.781199,0.552074,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.15,0.05,0.825,0.715244,0.340142,0.035467,0.104272,0.075305,0.153233,0.081301,0.374017,0.527947,0.78435,0.553567,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.2,0.05,0.8,0.715244,0.387297,0.051931,0.134086,0.083638,0.180527,0.084451,0.37493,0.522663,0.781199,0.505062,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.2,0.05,0.825,0.715244,0.38689,0.056402,0.145784,0.079878,0.181518,0.081301,0.374017,0.527947,0.78435,0.505583,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.3,0.05,0.8,0.715244,0.327744,0.027134,0.082791,0.07378,0.142353,0.084451,0.37493,0.522663,0.781199,0.422081,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.3,0.05,0.825,0.715244,0.32185,0.027947,0.086833,0.072459,0.143717,0.081301,0.374017,0.527947,0.78435,0.423273,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.4,0.05,0.8,0.715244,0.28374,0.014126,0.049785,0.057215,0.105697,0.084451,0.37493,0.522663,0.781199,0.352766,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.4,0.05,0.825,0.715244,0.277439,0.014533,0.052381,0.056301,0.109354,0.081301,0.374017,0.527947,0.78435,0.357289,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,hard,0,0.5,0.05,0.8,0.715244,0.248577,0.008638,0.034751,0.038821,0.071278,0.084451,0.37493,0.522663,0.781199,0.29137,2460,9840,True
drugban,bindingdb_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.5,0.05,0.825,0.715244,0.242276,0.008232,0.033977,0.039431,0.078434,0.081301,0.374017,0.527947,0.78435,0.293502,2460,9840,True
drugban,human_random_s42_pool-source,full,hard,0,0.05,0.05,0.1,0.929167,0.920833,0.004167,0.004525,0.000833,0.008842,0.001667,0.009999,0.065833,0.884167,0.778016,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.05,0.05,0.075,0.929167,0.965,0.0025,0.002591,0.000833,0.00957,0.000833,0.009077,0.030833,0.884167,0.779711,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.1,0.05,0.1,0.929167,0.9225,0.005,0.00542,0.000833,0.008819,0.001667,0.009999,0.065833,0.884167,0.256138,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.1,0.05,0.075,0.929167,0.965833,0.0025,0.002588,0.000833,0.009584,0.000833,0.009077,0.030833,0.884167,0.245839,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.15,0.05,0.1,0.929167,0.9175,0.003333,0.003633,0.000833,0.008842,0.001667,0.009999,0.065833,0.884167,0.110723,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.15,0.05,0.075,0.929167,0.964167,0.0025,0.002593,0.000833,0.009557,0.000833,0.009077,0.030833,0.884167,0.105716,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.2,0.05,0.1,0.929167,0.914167,0.001667,0.001823,0.000833,0.008984,0.001667,0.009999,0.065833,0.884167,0.06984,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.2,0.05,0.075,0.929167,0.960833,0.0,0.0,0.000833,0.009707,0.000833,0.009077,0.030833,0.884167,0.056985,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.3,0.05,0.1,0.929167,0.911667,0.000833,0.000914,0.000833,0.009038,0.001667,0.009999,0.065833,0.884167,0.034153,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.3,0.05,0.075,0.929167,0.958333,0.0,0.0,0.000833,0.009701,0.000833,0.009077,0.030833,0.884167,0.029217,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.4,0.05,0.1,0.929167,0.909167,0.000833,0.000917,0.000833,0.009029,0.001667,0.009999,0.065833,0.884167,0.020675,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.4,0.05,0.075,0.929167,0.9575,0.0,0.0,0.000833,0.0097,0.000833,0.009077,0.030833,0.884167,0.017458,300,1200,True
drugban,human_random_s42_pool-source,full,hard,0,0.5,0.05,0.1,0.929167,0.899167,0.000833,0.000927,0.000833,0.009013,0.001667,0.009999,0.065833,0.884167,0.011429,300,1200,True
drugban,human_random_s42_pool-source,full,cross_mask,0,0.5,0.05,0.075,0.929167,0.954167,0.0,0.0,0.000833,0.009698,0.000833,0.009077,0.030833,0.884167,0.01031,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.05,0.05,0.275,0.9125,0.708333,0.005,0.007059,0.0,0.001899,0.0,0.00684,0.2375,0.875,0.689269,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.05,0.05,0.275,0.9125,0.7,0.005,0.007143,0.0,0.001248,0.0,0.005231,0.245833,0.8775,0.687022,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.1,0.05,0.275,0.9125,0.720833,0.009167,0.012717,-0.001667,0.002001,0.0,0.00684,0.2375,0.875,0.43099,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.1,0.05,0.275,0.9125,0.711667,0.009167,0.012881,-0.001667,0.001235,0.0,0.005231,0.245833,0.8775,0.432324,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.15,0.05,0.275,0.9125,0.705,0.004167,0.00591,0.0,0.001838,0.0,0.00684,0.2375,0.875,0.267559,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.15,0.05,0.275,0.9125,0.696667,0.004167,0.005981,0.0,0.001225,0.0,0.005231,0.245833,0.8775,0.267052,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.2,0.05,0.275,0.9125,0.696667,0.0025,0.003589,0.0,0.001714,0.0,0.00684,0.2375,0.875,0.181004,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.2,0.05,0.275,0.9125,0.689167,0.0025,0.003628,0.0,0.001167,0.0,0.005231,0.245833,0.8775,0.182521,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.3,0.05,0.275,0.9125,0.694167,0.001667,0.002401,0.0,0.001686,0.0,0.00684,0.2375,0.875,0.10217,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.3,0.05,0.275,0.9125,0.686667,0.001667,0.002427,0.0,0.001142,0.0,0.005231,0.245833,0.8775,0.103988,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.4,0.05,0.275,0.9125,0.6875,0.000833,0.001212,0.0,0.001766,0.0,0.00684,0.2375,0.875,0.058798,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.4,0.05,0.275,0.9125,0.68,0.000833,0.001225,0.0,0.001224,0.0,0.005231,0.245833,0.8775,0.059903,300,1200,True
drugban,human_random_s42_pool-source,prot50,hard,0,0.5,0.05,0.275,0.9125,0.68,0.0,0.0,0.0,0.001873,0.0,0.00684,0.2375,0.875,0.041549,300,1200,True
drugban,human_random_s42_pool-source,prot50,cross_mask,0,0.5,0.05,0.275,0.9125,0.6725,0.0,0.0,0.0,0.001338,0.0,0.005231,0.245833,0.8775,0.042484,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.05,0.05,0.45,0.864167,0.553333,0.003333,0.006024,0.0,0.005774,0.023333,0.055463,0.3325,0.858333,0.75484,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.05,0.05,0.425,0.864167,0.555,0.003333,0.006006,0.0,0.004699,0.019167,0.052946,0.330833,0.861667,0.759193,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.1,0.05,0.45,0.864167,0.611667,0.021667,0.035422,0.016667,0.016364,0.023333,0.055463,0.3325,0.858333,0.547813,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.1,0.05,0.425,0.864167,0.605,0.019167,0.03168,0.0125,0.010743,0.019167,0.052946,0.330833,0.861667,0.558476,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.15,0.05,0.45,0.864167,0.6,0.018333,0.030556,0.010833,0.01183,0.023333,0.055463,0.3325,0.858333,0.424243,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.15,0.05,0.425,0.864167,0.599167,0.018333,0.030598,0.008333,0.008673,0.019167,0.052946,0.330833,0.861667,0.419363,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.2,0.05,0.45,0.864167,0.580833,0.013333,0.022956,0.000833,0.007094,0.023333,0.055463,0.3325,0.858333,0.352136,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.2,0.05,0.425,0.864167,0.5775,0.010833,0.018759,0.000833,0.005693,0.019167,0.052946,0.330833,0.861667,0.334091,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.3,0.05,0.45,0.864167,0.548333,0.0025,0.004559,0.0,0.005501,0.023333,0.055463,0.3325,0.858333,0.211414,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.3,0.05,0.425,0.864167,0.550833,0.0025,0.004539,0.0,0.004339,0.019167,0.052946,0.330833,0.861667,0.210369,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.4,0.05,0.45,0.864167,0.529167,0.001667,0.00315,0.0,0.003784,0.023333,0.055463,0.3325,0.858333,0.121982,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.4,0.05,0.425,0.864167,0.530833,0.001667,0.00314,0.0,0.002754,0.019167,0.052946,0.330833,0.861667,0.118102,300,1200,True
drugban,human_random_s42_pool-source,prot25,hard,0,0.5,0.05,0.45,0.864167,0.52,0.000833,0.001603,0.0,0.003231,0.023333,0.055463,0.3325,0.858333,0.082303,300,1200,True
drugban,human_random_s42_pool-source,prot25,cross_mask,0,0.5,0.05,0.425,0.864167,0.5225,0.000833,0.001595,0.0,0.002395,0.019167,0.052946,0.330833,0.861667,0.080013,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.05,0.05,0.65,0.860833,0.504167,0.005833,0.01157,0.0,-3.3e-05,0.03,0.136792,0.369167,0.873333,0.802262,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.05,0.05,0.625,0.860833,0.505833,0.005,0.009885,0.0,0.001928,0.029167,0.136413,0.369167,0.8725,0.808037,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.1,0.05,0.65,0.860833,0.535,0.014167,0.02648,0.0075,0.006883,0.03,0.136792,0.369167,0.873333,0.666623,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.1,0.05,0.625,0.860833,0.535,0.014167,0.02648,0.005,0.006958,0.029167,0.136413,0.369167,0.8725,0.654007,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.15,0.05,0.65,0.860833,0.586667,0.028333,0.048295,0.03,0.052579,0.03,0.136792,0.369167,0.873333,0.512927,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.15,0.05,0.625,0.860833,0.573333,0.025833,0.045058,0.02,0.028011,0.029167,0.136413,0.369167,0.8725,0.526588,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.2,0.05,0.65,0.860833,0.555833,0.02,0.035982,0.016667,0.019678,0.03,0.136792,0.369167,0.873333,0.408977,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.2,0.05,0.625,0.860833,0.555833,0.02,0.035982,0.015,0.019183,0.029167,0.136413,0.369167,0.8725,0.418966,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.3,0.05,0.65,0.860833,0.5125,0.008333,0.01626,0.000833,-4e-06,0.03,0.136792,0.369167,0.873333,0.243537,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.3,0.05,0.625,0.860833,0.511667,0.0075,0.014658,0.0,0.001187,0.029167,0.136413,0.369167,0.8725,0.234138,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.4,0.05,0.65,0.860833,0.498333,0.005,0.010033,0.0,-0.000449,0.03,0.136792,0.369167,0.873333,0.151875,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.4,0.05,0.625,0.860833,0.498333,0.004167,0.008361,0.0,0.001251,0.029167,0.136413,0.369167,0.8725,0.15038,300,1200,True
drugban,human_random_s42_pool-source,scaffold,hard,0,0.5,0.05,0.65,0.860833,0.495833,0.005,0.010084,0.0,-0.000934,0.03,0.136792,0.369167,0.873333,0.085048,300,1200,True
drugban,human_random_s42_pool-source,scaffold,cross_mask,0,0.5,0.05,0.625,0.860833,0.4975,0.004167,0.008375,0.0,0.001039,0.029167,0.136413,0.369167,0.8725,0.087834,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.05,0.05,0.7,0.841667,0.455833,0.0075,0.016453,0.004167,0.006994,0.038333,0.137516,0.4075,0.854167,0.740911,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.05,0.05,0.7,0.841667,0.456667,0.0075,0.016423,0.003333,0.005676,0.038333,0.134198,0.41,0.855833,0.742848,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.1,0.05,0.7,0.841667,0.4775,0.011667,0.024433,0.013333,0.017166,0.038333,0.137516,0.4075,0.854167,0.65334,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.1,0.05,0.7,0.841667,0.4775,0.011667,0.024433,0.011667,0.01398,0.038333,0.134198,0.41,0.855833,0.653165,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.15,0.05,0.7,0.841667,0.558333,0.038333,0.068657,0.0375,0.103178,0.038333,0.137516,0.4075,0.854167,0.517498,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.15,0.05,0.7,0.841667,0.553333,0.0375,0.067771,0.031667,0.08576,0.038333,0.134198,0.41,0.855833,0.526727,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.2,0.05,0.7,0.841667,0.526667,0.0275,0.052215,0.026667,0.058899,0.038333,0.137516,0.4075,0.854167,0.434348,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.2,0.05,0.7,0.841667,0.5225,0.025833,0.049442,0.025,0.055221,0.038333,0.134198,0.41,0.855833,0.430714,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.3,0.05,0.7,0.841667,0.478333,0.011667,0.02439,0.014167,0.017791,0.038333,0.137516,0.4075,0.854167,0.34935,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.3,0.05,0.7,0.841667,0.479167,0.011667,0.024348,0.0125,0.015267,0.038333,0.134198,0.41,0.855833,0.348643,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.4,0.05,0.7,0.841667,0.450833,0.006667,0.014787,0.0025,0.005622,0.038333,0.137516,0.4075,0.854167,0.235321,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.4,0.05,0.7,0.841667,0.453333,0.006667,0.014706,0.0025,0.00562,0.038333,0.134198,0.41,0.855833,0.238777,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,hard,0,0.5,0.05,0.7,0.841667,0.44,0.003333,0.007576,0.0,0.0041,0.038333,0.137516,0.4075,0.854167,0.142813,300,1200,True
drugban,human_random_s42_pool-source,scaffold_prot50,cross_mask,0,0.5,0.05,0.7,0.841667,0.4425,0.003333,0.007533,0.0,0.004263,0.038333,0.134198,0.41,0.855833,0.144226,300,1200,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.05,0.05,0.8,0.536935,0.22602,0.014333,0.063415,-0.001103,0.009604,0.048512,0.079845,0.426681,0.587652,0.741659,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.05,0.05,1.0,0.536935,0.250276,0.00882,0.035242,0.005513,0.002951,0.025358,0.070151,0.385888,0.562293,0.743149,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.1,0.05,0.8,0.536935,0.272326,0.035281,0.129555,0.001103,0.009315,0.048512,0.079845,0.426681,0.587652,0.6881,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.1,0.05,1.0,0.536935,0.297685,0.027563,0.092593,0.005513,0.002092,0.025358,0.070151,0.385888,0.562293,0.685832,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.15,0.05,0.8,0.536935,0.340684,0.072767,0.213592,-0.001103,0.004789,0.048512,0.079845,0.426681,0.587652,0.642265,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.15,0.05,1.0,0.536935,0.341786,0.044101,0.129032,0.009923,0.004217,0.025358,0.070151,0.385888,0.562293,0.638323,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.2,0.05,0.8,0.536935,0.390298,0.097023,0.248588,0.014333,0.008727,0.048512,0.079845,0.426681,0.587652,0.612023,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.2,0.05,1.0,0.536935,0.392503,0.06946,0.176966,0.00882,0.002892,0.025358,0.070151,0.385888,0.562293,0.60892,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.3,0.05,0.8,0.536935,0.509372,0.145535,0.285714,0.039691,0.018619,0.048512,0.079845,0.426681,0.587652,0.55787,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.3,0.05,1.0,0.536935,0.47409,0.109151,0.230233,0.009923,0.004844,0.025358,0.070151,0.385888,0.562293,0.556067,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.4,0.05,0.8,0.536935,0.60419,0.190739,0.315693,0.040794,0.02939,0.048512,0.079845,0.426681,0.587652,0.509215,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.4,0.05,1.0,0.536935,0.558986,0.146637,0.262327,0.020948,0.008389,0.025358,0.070151,0.385888,0.562293,0.51739,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,hard,0,0.5,0.05,0.8,0.536935,0.54796,0.158765,0.289738,0.047409,0.026383,0.048512,0.079845,0.426681,0.587652,0.46218,1814,907,True
drugban,biosnap_cluster_s42_pool-source,full,cross_mask,0,0.5,0.05,1.0,0.536935,0.54355,0.13892,0.255578,0.020948,0.007662,0.025358,0.070151,0.385888,0.562293,0.474021,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.05,0.05,0.925,0.496141,0.15215,0.028666,0.188406,0.028666,0.031749,0.094818,0.234791,0.458655,0.586549,0.734479,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.05,0.05,1.0,0.496141,0.090408,0.00441,0.04878,0.012128,0.01695,0.067255,0.22515,0.463065,0.563396,0.733257,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.1,0.05,0.925,0.496141,0.211687,0.057332,0.270833,0.035281,0.038523,0.094818,0.234791,0.458655,0.586549,0.690935,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.1,0.05,1.0,0.496141,0.141125,0.025358,0.179688,0.027563,0.027731,0.067255,0.22515,0.463065,0.563396,0.687095,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.15,0.05,0.925,0.496141,0.263506,0.067255,0.25523,0.061742,0.061937,0.094818,0.234791,0.458655,0.586549,0.65825,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.15,0.05,1.0,0.496141,0.203969,0.055127,0.27027,0.028666,0.033163,0.067255,0.22515,0.463065,0.563396,0.646367,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.2,0.05,0.925,0.496141,0.324146,0.099228,0.306122,0.066152,0.06691,0.094818,0.234791,0.458655,0.586549,0.626997,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.2,0.05,1.0,0.496141,0.266814,0.080485,0.301653,0.046307,0.048719,0.067255,0.22515,0.463065,0.563396,0.608772,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.3,0.05,0.925,0.496141,0.434399,0.14333,0.329949,0.090408,0.09518,0.094818,0.234791,0.458655,0.586549,0.567688,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.3,0.05,1.0,0.496141,0.343991,0.110254,0.320513,0.058434,0.062847,0.067255,0.22515,0.463065,0.563396,0.563911,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.4,0.05,0.925,0.496141,0.519294,0.180816,0.348195,0.099228,0.113696,0.094818,0.234791,0.458655,0.586549,0.512681,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.4,0.05,1.0,0.496141,0.443219,0.159868,0.360697,0.058434,0.080652,0.067255,0.22515,0.463065,0.563396,0.518591,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,hard,0,0.5,0.05,0.925,0.496141,0.478501,0.158765,0.331797,0.103638,0.107321,0.094818,0.234791,0.458655,0.586549,0.458644,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot50,cross_mask,0,0.5,0.05,1.0,0.496141,0.423374,0.149945,0.354167,0.058434,0.07789,0.067255,0.22515,0.463065,0.563396,0.474264,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.05,0.05,0.95,0.501654,0.104741,0.024256,0.231579,0.041896,0.061886,0.070562,0.422712,0.493936,0.567806,0.734148,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.05,0.05,1.0,0.501654,0.022051,0.002205,0.1,0.006615,0.010223,0.059537,0.423061,0.499449,0.561191,0.748087,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.1,0.05,0.95,0.501654,0.154355,0.042999,0.278571,0.051819,0.082116,0.070562,0.422712,0.493936,0.567806,0.689078,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.1,0.05,1.0,0.501654,0.066152,0.019846,0.3,0.019846,0.031651,0.059537,0.423061,0.499449,0.561191,0.695853,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.15,0.05,0.95,0.501654,0.194046,0.068357,0.352273,0.042999,0.080522,0.070562,0.422712,0.493936,0.567806,0.656592,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.15,0.05,1.0,0.501654,0.105843,0.034179,0.322917,0.029768,0.04959,0.059537,0.423061,0.499449,0.561191,0.654676,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.2,0.05,0.95,0.501654,0.23043,0.07828,0.339713,0.057332,0.104318,0.070562,0.422712,0.493936,0.567806,0.632682,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.2,0.05,1.0,0.501654,0.164278,0.056229,0.342282,0.045204,0.083207,0.059537,0.423061,0.499449,0.561191,0.619,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.3,0.05,0.95,0.501654,0.326351,0.127894,0.391892,0.054024,0.126361,0.070562,0.422712,0.493936,0.567806,0.574198,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.3,0.05,1.0,0.501654,0.267916,0.104741,0.390947,0.050717,0.113324,0.059537,0.423061,0.499449,0.561191,0.566357,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.4,0.05,0.95,0.501654,0.416759,0.162073,0.388889,0.076075,0.169892,0.070562,0.422712,0.493936,0.567806,0.517783,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.4,0.05,1.0,0.501654,0.352811,0.142227,0.403125,0.060639,0.152101,0.059537,0.423061,0.499449,0.561191,0.522551,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,hard,0,0.5,0.05,0.95,0.501654,0.393605,0.154355,0.392157,0.068357,0.158625,0.070562,0.422712,0.493936,0.567806,0.469826,1814,907,True
drugban,biosnap_cluster_s42_pool-source,prot25,cross_mask,0,0.5,0.05,1.0,0.501654,0.352811,0.142227,0.403125,0.060639,0.152101,0.059537,0.423061,0.499449,0.561191,0.478679,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,hard,0,0.05,0.05,0.7,0.579934,0.199559,0.01323,0.066298,0.0,0.002381,0.00441,0.04724,0.414553,0.579934,0.75386,1814,907,True
drugban,biosnap_cluster_s42_pool-source,scaffold,cross_mask,0,0.05,0.05,1.0,0.579934,0.293275,0.009923,0.033835,0.0,0.002809,-0.012128,0.042858,0.357222,0.567806,0.763329,1814,907,True
