family,dataset,condition,target,seed,alpha,delta,beta,base_metric,apply_rate,joint_harm,cond_harm,acc_gain,loss_gain,blanket_acc_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,q_hat,n_conf,n_test,exchangeable
dcl,dcl_full_masked,no_imu_family,hard,2,0.2,0.25,0.975,0.222887,0.889304,0.032162,0.036165,0.537771,2.643843,0.540015,2.746251,0.102468,0.761406,0.609747,1336,1337,True
dcl,dcl_full_masked,no_imu_family,hard,2,0.2,0.5,0.975,0.222887,0.938669,0.027674,0.029482,0.534031,2.659192,0.540015,2.746251,0.05834,0.761406,0.609747,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.0,0.85,0.672401,0.336574,0.041137,0.122222,0.133882,1.457672,0.140613,2.113697,0.587883,0.798055,0.570756,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.01,0.85,0.672401,0.337322,0.041137,0.121951,0.133882,1.457667,0.140613,2.113697,0.587135,0.798055,0.570756,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.05,0.85,0.672401,0.408377,0.041885,0.102564,0.133882,1.45696,0.140613,2.113697,0.518325,0.798055,0.570756,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.1,0.85,0.672401,0.485415,0.043381,0.089368,0.133134,1.4621,0.140613,2.113697,0.444278,0.798055,0.570756,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.25,0.85,0.672401,0.670157,0.043381,0.064732,0.133134,1.520151,0.140613,2.113697,0.272251,0.798055,0.570756,1336,1337,True
dcl,dcl_condition_specialist,severe_three_sensors,hard,2,0.2,0.5,0.85,0.672401,0.830965,0.041885,0.050405,0.133134,1.564495,0.140613,2.113697,0.128646,0.798055,0.570756,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.0,0.975,0.44727,0.572177,0.059088,0.103268,0.34555,4.004191,0.349289,4.648201,0.39267,0.798055,0.551498,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.01,0.975,0.44727,0.572177,0.059088,0.103268,0.34555,4.004191,0.349289,4.648201,0.39267,0.798055,0.551498,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.05,0.975,0.44727,0.616305,0.059088,0.095874,0.34555,4.00298,0.349289,4.648201,0.348542,0.798055,0.551498,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.1,0.975,0.44727,0.659686,0.059835,0.090703,0.34555,4.013291,0.349289,4.648201,0.308153,0.798055,0.551498,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.25,0.975,0.44727,0.768138,0.059088,0.076923,0.34555,4.084667,0.349289,4.648201,0.21092,0.798055,0.551498,1336,1337,True
dcl,dcl_full_masked,severe_three_sensors,hard,2,0.2,0.5,0.975,0.44727,0.887809,0.059088,0.066554,0.34555,4.204846,0.349289,4.648201,0.112191,0.798055,0.551498,1336,1337,True
