condition,seed,arm,base_acc,d_acc,loss_gain,joint_harm,cond_harm,apply_rate
full,0,knn,0.833060258510832,-0.00018204988166758973,0.04870983399587704,0.010194793373384307,0.03190883190883191,0.3194975423265975
full,0,kernel,0.833060258510832,0.00018204988166758973,0.0055426991595783105,0.0001820498816675769,0.0049261083743842365,0.03695612597851811
full,0,ridge,0.833060258510832,0.00018204988166758973,0.041097383690547086,0.016748589113417076,0.04946236559139785,0.3386127799016931
full,1,knn,0.833060258510832,-0.0007281995266703589,0.04864014943980475,0.008738394320043691,0.02761795166858458,0.3164026943382487
full,1,kernel,0.833060258510832,0.00036409976333517946,0.006284469915912702,0.0001820498816675769,0.004329004329004329,0.042053522665210265
full,1,ridge,0.833060258510832,0.00018204988166758973,0.04104474128257323,0.016384489350081924,0.04854368932038835,0.3375204806116876
full,2,knn,0.833060258510832,0.00018204988166758973,0.04910695771990773,0.01237939195339523,0.038946162657502864,0.3178590933915893
full,2,kernel,0.833060258510832,0.00018204988166758973,0.0055426991595783105,0.0001820498816675769,0.0049261083743842365,0.03695612597851811
full,2,ridge,0.833060258510832,0.00018204988166758973,0.04100854951229514,0.016202439468414345,0.04810810810810811,0.3367922810850173
prot50,0,knn,0.7221918805752776,0.06644820680866559,0.2580545821576389,0.06899690515201165,0.19317023445463813,0.3571818678317859
prot50,0,kernel,0.7221918805752776,0.0,0.0011754996865926402,0.0009102494083378846,0.02242152466367713,0.04059712361186965
prot50,0,ridge,0.7221918805752776,0.05643546331694882,0.1305469010933598,0.05552521390861096,0.15084075173095945,0.3681048607318405
prot50,1,knn,0.7221918805752776,0.06954305479701439,0.22328897930763425,0.04787911887857273,0.1492622020431328,0.3207718914982705
prot50,1,kernel,0.7221918805752776,-0.00018204988166758973,0.001177404850378593,0.0009102494083378846,0.02127659574468085,0.042781722191880575
prot50,1,ridge,0.7221918805752776,0.048971418168578196,0.09392846322324712,0.04059712361186965,0.11976369495166488,0.3389768796650282
prot50,2,knn,0.7221918805752776,0.06663025669033318,0.2493358266095995,0.0679046058620062,0.20086160473882606,0.3380666302566903
prot50,2,kernel,0.7221918805752776,-0.00018204988166758973,0.0010595716075136013,0.0010922992900054614,0.026785714285714284,0.04077917349353723
prot50,2,ridge,0.7221918805752776,0.054250864736937965,0.11984969296893534,0.05243036592026215,0.14501510574018128,0.3615510649918078
prot25,0,knn,0.5514290915710904,0.15983979610413257,0.8712749899337431,0.0963043874021482,0.2497639282341832,0.3855816493719279
prot25,0,kernel,0.5514290915710904,0.017840888403422572,0.06490717928850893,0.009466593846714,0.18772563176895307,0.0504278172219188
prot25,0,ridge,0.5514290915710904,0.16967048971418175,0.7381281593713644,0.0679046058620062,0.176109537299339,0.3855816493719279
prot25,1,knn,0.5514290915710904,0.15965774622246498,0.8702573042303994,0.09812488621882395,0.251986909770921,0.389404696886947
prot25,1,kernel,0.5514290915710904,0.0023666484616785555,0.018475992879881897,0.004915346805024577,0.1875,0.026215182960131075
prot25,1,ridge,0.5514290915710904,0.16621154196249777,0.702851715212663,0.06189695976697615,0.16699410609037327,0.3706535590751866
prot25,2,knn,0.5514290915710904,0.15892954669579473,0.8660069020973927,0.09448388858547242,0.24880153403643337,0.3797560531585654
prot25,2,kernel,0.5514290915710904,0.006917895503367966,0.02935194028443122,0.006007646095030038,0.18232044198895028,0.032951028581831424
prot25,2,ridge,0.5514290915710904,0.1705807391225196,0.7412998191329704,0.06808665574367377,0.176,0.3868559985436009
scaffold,0,knn,0.7453122155470598,0.025122883670125717,0.08886238373341228,0.035317677043509924,0.12412028150991683,0.2845439650464227
scaffold,0,kernel,0.7453122155470598,0.00036409976333517946,0.003468370675251552,0.0003640997633351538,0.012048192771084338,0.03022028035681777
scaffold,0,ridge,0.7453122155470598,0.016930638995084735,0.044029588802932416,0.03149462952849081,0.10853199498117942,0.2901875113781176
scaffold,1,knn,0.7453122155470598,0.025304933551793196,0.08957696002025613,0.035317677043509924,0.12404092071611253,0.2847260149280903
scaffold,1,kernel,0.7453122155470598,0.00036409976333517946,0.003468370675251552,0.0003640997633351538,0.012048192771084338,0.03022028035681777
scaffold,1,ridge,0.7453122155470598,0.017840888403422572,0.04645482831397289,0.033315128345166575,0.11296296296296296,0.2949208083014746
scaffold,2,knn,0.7453122155470598,0.02894593118514477,0.14759314947303126,0.05315856544693246,0.16600341102899374,0.3202257418532678
scaffold,2,kernel,0.7453122155470598,0.00036409976333517946,0.0035177003380577098,0.0003640997633351538,0.012578616352201259,0.02894593118514473
scaffold,2,ridge,0.7453122155470598,0.027489532131804162,0.07629957855144096,0.04423812124522119,0.1403002309468822,0.3153103950482432
scaffold_prot50,0,knn,0.6730384125250318,0.0724558529036956,0.28316200019762117,0.0693610049153468,0.21261160714285715,0.3262333879482978
scaffold_prot50,0,kernel,0.6730384125250318,-0.00018204988166758973,-0.00020635544895877036,0.0005461496450027307,0.016666666666666666,0.03276897870016385
scaffold_prot50,0,ridge,0.6730384125250318,0.06189695976697618,0.11865838333392673,0.044420171126888765,0.1399885255306942,0.3173129437465866
scaffold_prot50,1,knn,0.6730384125250318,0.07318405243036596,0.2860653236465743,0.0733661023120335,0.21736785329018338,0.3375204806116876
scaffold_prot50,1,kernel,0.6730384125250318,-0.00018204988166758973,-0.00020635544895877036,0.0005461496450027307,0.016666666666666666,0.03276897870016385
scaffold_prot50,1,ridge,0.6730384125250318,0.061532860003641,0.11719942592251745,0.04369197160021846,0.13848817080207732,0.3154924449299108
scaffold_prot50,2,knn,0.6730384125250318,0.07190970325869295,0.30751171337779803,0.0811942472237393,0.23289817232375978,0.3486255233934098
scaffold_prot50,2,kernel,0.6730384125250318,-0.00018204988166758973,-6.141761596674618e-06,0.0005461496450027307,0.01694915254237288,0.03222282905516111
scaffold_prot50,2,ridge,0.6730384125250318,0.06826870562534137,0.15142513022750353,0.05243036592026215,0.15517241379310345,0.3378845803750228
