condition,seed,arm,base_acc,d_acc,loss_gain,joint_harm,cond_harm,apply_rate
prot50,2,selector:agreement,0.7221918805752776,0.0009102494083379487,0.06234001348919199,0.17549608592754415,0.5364496382860323,0.3271436373566357
prot50,2,selector:random,0.7221918805752776,0.02421263426178777,0.1841853157789287,0.1949754232659749,0.5874931431705979,0.3318769342799927
prot25,0,conformal gate,0.5514290915710904,0.15983979610413257,0.8712749899337431,0.0963043874021482,0.2497639282341832,0.3855816493719279
prot25,0,selector:maxprob,0.5514290915710904,0.027307482250136572,0.7852028483157989,0.261605679956308,0.665585919407133,0.3930456945202986
prot25,0,selector:margin,0.5514290915710904,0.027307482250136572,0.7852028483157989,0.261605679956308,0.665585919407133,0.3930456945202986
prot25,0,selector:negentropy,0.5514290915710904,0.027307482250136572,0.7852028483157989,0.261605679956308,0.665585919407133,0.3930456945202986
prot25,0,selector:agreement,0.5514290915710904,0.010194793373384359,0.17245763039732878,0.2406699435645367,0.6590229312063809,0.3651920626251593
prot25,0,selector:random,0.5514290915710904,0.06535590751866016,0.5752744144997028,0.1978882213726561,0.5163895486935867,0.3832150009102494
prot25,1,conformal gate,0.5514290915710904,0.15965774622246498,0.8702573042303994,0.09812488621882395,0.251986909770921,0.389404696886947
prot25,1,selector:maxprob,0.5514290915710904,0.03367922810850177,0.8200011165149657,0.268523575459676,0.6602506714413607,0.4066994356453668
prot25,1,selector:margin,0.5514290915710904,0.03367922810850177,0.8200011165149657,0.268523575459676,0.6602506714413607,0.4066994356453668
prot25,1,selector:negentropy,0.5514290915710904,0.03367922810850177,0.8200011165149657,0.268523575459676,0.6602506714413607,0.4066994356453668
prot25,1,selector:agreement,0.5514290915710904,0.00983069361004918,0.17316586012475899,0.24030584380120154,0.6583541147132169,0.3650100127434917
prot25,1,selector:random,0.5514290915710904,0.06644820680866559,0.5787480403672538,0.19916257054432915,0.5160377358490567,0.3859457491352631
prot25,2,conformal gate,0.5514290915710904,0.15892954669579473,0.8660069020973927,0.09448388858547242,0.24880153403643337,0.3797560531585654
prot25,2,selector:maxprob,0.5514290915710904,0.02894593118514477,0.7930864918734406,0.2632441288913162,0.6636071592473611,0.3966866921536501
prot25,2,selector:margin,0.5514290915710904,0.02894593118514477,0.7930864918734406,0.2632441288913162,0.6636071592473611,0.3966866921536501
prot25,2,selector:negentropy,0.5514290915710904,0.02894593118514477,0.7930864918734406,0.2632441288913162,0.6636071592473611,0.3966866921536501
prot25,2,selector:agreement,0.5514290915710904,0.010012743491716769,0.16037305488320458,0.23229564900782815,0.6567164179104478,0.3537229200801019
prot25,2,selector:random,0.5514290915710904,0.06480975787365739,0.5659120547886284,0.194065173857637,0.5162227602905569,0.3759330056435463
scaffold,0,conformal gate,0.7453122155470598,0.025122883670125717,0.08886238373341228,0.035317677043509924,0.12412028150991683,0.2845439650464227
scaffold,0,selector:maxprob,0.7453122155470598,0.00036409976333517946,0.23573922811301626,0.1618423448024759,0.5742894056847545,0.2818132168214091
scaffold,0,selector:margin,0.7453122155470598,0.00036409976333517946,0.23573922811301626,0.1618423448024759,0.5742894056847545,0.2818132168214091
scaffold,0,selector:negentropy,0.7453122155470598,0.00036409976333517946,0.23573922811301626,0.1618423448024759,0.5742894056847545,0.2818132168214091
scaffold,0,selector:agreement,0.7453122155470598,-0.0001820498816674787,0.04282568668051315,0.07828144911705807,0.2834541858932103,0.2761696704897142
scaffold,0,selector:random,0.7453122155470598,0.007828144911705914,0.18524010770635307,0.156198798470781,0.562992125984252,0.2774440196613872
scaffold,1,conformal gate,0.7453122155470598,0.025304933551793196,0.08957696002025613,0.035317677043509924,0.12404092071611253,0.2847260149280903
scaffold,1,selector:maxprob,0.7453122155470598,0.0005461496450027692,0.21927972010714833,0.1554705989441107,0.5754716981132075,0.2701620243946841
scaffold,1,selector:margin,0.7453122155470598,0.0005461496450027692,0.21927972010714833,0.1554705989441107,0.5754716981132075,0.2701620243946841
scaffold,1,selector:negentropy,0.7453122155470598,0.0005461496450027692,0.21927972010714833,0.1554705989441107,0.5754716981132075,0.2701620243946841
