condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,q_hat,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,seed
low_cost_accels_only,hard,0.9500000000000001,0.5854000935891437,0.15395414131960694,0.15067852129153014,0.9254153331365238,0.2632120061571792,0.32143374268513875,0.33785680861020123,0.7318671034160037,0.19692100923036052,0.005748196638474611,0.6621431913897988,0.11043518951801591,0.1667844522968198,0.6601778452098369,800,800,800,2137,0.2,0.05,50,True,0
low_cost_accels_only,cross_mask,0.0,0.5854000935891437,0.0,0.0,0.9254153331365238,0.0,0.0,0.0,0.4258306036499766,0.19692100923036052,0.005748196638474611,1.0,0.0,0.0,0.7529244780540466,800,800,800,2137,0.2,0.05,50,True,0
no_shoes,hard,0.8500000000000001,0.6626111371080955,0.07112774918109499,0.07487131492746835,0.8242038051033295,0.13403421465723683,0.24591162526430355,0.3776321946654188,0.728591483387927,0.17579068009670917,0.0059239665255511565,0.541413196069256,0.06972391202620495,0.12878133102852204,0.6578532516779751,800,800,800,2137,0.2,0.05,50,True,0
no_shoes,cross_mask,0.0,0.6626111371080955,0.0,0.0,0.8242038051033295,0.0,0.0,0.0,0.4178755264389331,0.17579068009670917,0.0059239665255511565,1.0,0.0,0.0,0.775845059119165,800,800,800,2137,0.2,0.05,50,True,0
no_imu_family,hard,0.9750000000000001,0.4319138979878334,0.2901263453439401,0.26906878802058964,2.0914065078321897,1.0708487137651794,1.470556276923004,0.28451099672437996,0.7211043518951802,0.3531322497324693,0.007962720383866423,0.6387459054749649,0.0584932147870847,0.09157509157509157,0.6639953029769101,800,800,800,2137,0.2,0.05,50,True,0
no_imu_family,cross_mask,0.675,0.4319138979878334,0.04117922321010764,0.0,2.0914065078321897,0.06875219207373062,0.31112291901003924,0.40149742629854934,0.4599906410856341,0.3531322497324693,0.007962720383866423,0.2044922788956481,0.018717828731867104,0.09153318077803203,0.9728628534114905,800,800,800,2137,0.2,0.05,50,True,0
severe_three_sensors,hard,0.9750000000000001,0.6050538137576041,0.1530182498830136,0.14506317267197,1.038916455040971,0.35843250382840236,0.39071950183354254,0.32007487131492746,0.7543284978942443,0.19762581978580301,0.006056250150416145,0.6658867571361722,0.08235844642021525,0.12368236120871398,0.6451268191332928,800,800,800,2137,0.2,0.05,50,True,0
severe_three_sensors,cross_mask,0.025,0.6050538137576041,-0.0023397285914834587,-0.0023397285914834587,1.038916455040971,0.0006039966175863703,0.0006039966175863703,0.0,0.3963500233972859,0.19762581978580301,0.006056250150416145,1.0,0.0,0.0,0.8570792871152839,800,800,800,2137,0.2,0.05,50,True,0
low_cost_accels_only,hard,0.8,0.6162845109967244,0.05007019185774442,0.05708937763219457,0.9395097920521248,0.11968669376620197,0.25513803734983354,0.4155357978474497,0.6607393542349087,0.18967965381563673,0.0061417277612874485,0.47449695835283107,0.08189050070191858,0.17258382642998027,0.6721041241260618,800,800,800,2137,0.2,0.05,50,True,1
low_cost_accels_only,cross_mask,0.125,0.6162845109967244,-0.0009358914365934501,0.00046794571829666953,0.9395097920521248,0.019526922853504908,0.007359932259559523,0.42817033224146,0.43518951801591016,0.18967965381563673,0.0061417277612874485,0.3804398689751989,0.003743565746373421,0.00984009840098401,0.8009030979752774,800,800,800,2137,0.2,0.05,50,True,1
no_shoes,hard,0.7250000000000001,0.6438933083762284,0.031352363125877414,0.0505381375760412,0.835720117065522,0.08663955737257353,0.17896968115219378,0.4361254094525035,0.6621431913897988,0.18398503394552995,0.006236679639840661,0.44782405240992046,0.06644829199812821,0.148380355276907,0.6687205206864514,800,800,800,2137,0.2,0.05,50,True,1
no_shoes,cross_mask,0.05,0.6438933083762284,-0.0028076743097801282,-0.0028076743097801282,0.835720117065522,-0.00012157473594498922,-0.00012157473594498922,0.0,0.4337856808610201,0.18398503394552995,0.006236679639840661,1.0,0.0,0.0,0.7848124181926364,800,800,800,2137,0.2,0.05,50,True,1
no_imu_family,hard,0.9750000000000001,0.40758072063640616,0.2461394478240524,0.23116518483855875,1.347470461747638,0.5297741697276412,0.6224995254992242,0.27281235376696306,0.6481048198408984,0.28021677629231734,0.006030906209360148,0.6616752456715022,0.08703790360318203,0.13154172560113153,0.6948644714877009,800,800,800,2137,0.2,0.05,50,True,1
