family,dataset,condition,target,seed,exchangeable,alpha,apply_rate,joint_harm,acc_gain,blanket_joint_harm,blanket_acc_gain
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,0,False,0.05,0.08194444444444444,0.005555555555555556,0.0311111111111112,0.17777777777777778,0.2552777777777778
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,0,False,0.1,0.26805555555555555,0.02638888888888889,0.09666666666666668,0.17777777777777778,0.2552777777777778
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,0,False,0.2,0.6333333333333333,0.0875,0.20000000000000007,0.17777777777777778,0.2552777777777778
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,0,False,0.3,0.8152777777777778,0.11805555555555555,0.23833333333333329,0.17777777777777778,0.2552777777777778
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,0,False,0.5,0.9444444444444444,0.15416666666666667,0.2544444444444445,0.17777777777777778,0.2552777777777778
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,1,False,0.05,0.015277777777777777,0.0,-0.0002777777777778212,0.18055555555555555,0.24111111111111116
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,1,False,0.1,0.07916666666666666,0.008333333333333333,0.01694444444444443,0.18055555555555555,0.24111111111111116
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,1,False,0.2,0.6472222222222223,0.08888888888888889,0.19222222222222218,0.18055555555555555,0.24111111111111116
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,1,False,0.3,0.8222222222222222,0.125,0.22305555555555556,0.18055555555555555,0.24111111111111116
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,1,False,0.5,0.9611111111111111,0.16805555555555557,0.23972222222222217,0.18055555555555555,0.24111111111111116
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,2,False,0.05,0.05694444444444444,0.005555555555555556,0.01805555555555549,0.19027777777777777,0.24416666666666653
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,2,False,0.1,0.3125,0.030555555555555555,0.10666666666666669,0.19027777777777777,0.24416666666666653
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,2,False,0.2,0.6833333333333333,0.09444444444444444,0.20499999999999996,0.19027777777777777,0.24416666666666653
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,2,False,0.3,0.7944444444444444,0.11527777777777778,0.22916666666666674,0.19027777777777777,0.24416666666666653
ptbxl,ptbxl_severity_shift,calib12_deploy4,hard,2,False,0.5,0.9611111111111111,0.17222222222222222,0.243611111111111,0.19027777777777777,0.24416666666666653
ptbxl,ptbxl_severity_shift,calib12_deploy2,hard,0,False,0.05,0.001388888888888889,0.0,0.0,0.18194444444444444,0.28722222222222216
