family,dataset,condition,target,seed,exchangeable,alpha,apply_rate,joint_harm,acc_gain,blanket_joint_harm,blanket_acc_gain
opportunity,opportunity,low_cost_accels_only,hard,0,True,0.05,0.3865205034510759,0.042224928948436866,0.30060328347493304,0.15793747462444174,0.30456231489257135
opportunity,opportunity,low_cost_accels_only,hard,0,True,0.1,0.4973609419407227,0.07917174177831912,0.30456231489257135,0.15793747462444174,0.30456231489257135
opportunity,opportunity,low_cost_accels_only,hard,0,True,0.2,0.7243199350385708,0.15793747462444174,0.30456231489257135,0.15793747462444174,0.30456231489257135
opportunity,opportunity,low_cost_accels_only,hard,0,True,0.3,0.7243199350385708,0.15793747462444174,0.30456231489257135,0.15793747462444174,0.30456231489257135
opportunity,opportunity,low_cost_accels_only,hard,0,True,0.5,0.7243199350385708,0.15793747462444174,0.30456231489257135,0.15793747462444174,0.30456231489257135
opportunity,opportunity,low_cost_accels_only,hard,1,True,0.05,0.28867235079171744,0.06617945594803086,0.16282154962467926,0.32886723507917176,0.2167836711627214
opportunity,opportunity,low_cost_accels_only,hard,1,True,0.1,0.6654486398700772,0.14372716199756394,0.18520071526909315,0.32886723507917176,0.2167836711627214
opportunity,opportunity,low_cost_accels_only,hard,1,True,0.2,0.8911896061713358,0.26512383272431994,0.2153877340088774,0.32886723507917176,0.2167836711627214
opportunity,opportunity,low_cost_accels_only,hard,1,True,0.3,0.9817295980511571,0.31952902963865204,0.2167836711627214,0.32886723507917176,0.2167836711627214
opportunity,opportunity,low_cost_accels_only,hard,1,True,0.5,0.9817295980511571,0.31952902963865204,0.2167836711627214,0.32886723507917176,0.2167836711627214
opportunity,opportunity,low_cost_accels_only,hard,2,True,0.05,0.0777000777000777,0.00777000777000777,0.05700162688454591,0.28243978243978246,0.13547284091677747
opportunity,opportunity,low_cost_accels_only,hard,2,True,0.1,0.1658896658896659,0.03496503496503497,0.08117077608956769,0.28243978243978246,0.13547284091677747
opportunity,opportunity,low_cost_accels_only,hard,2,True,0.2,0.2913752913752914,0.08080808080808081,0.09438462926999835,0.28243978243978246,0.13547284091677747
opportunity,opportunity,low_cost_accels_only,hard,2,True,0.3,0.9052059052059052,0.2296037296037296,0.1329543729675149,0.28243978243978246,0.13547284091677747
opportunity,opportunity,low_cost_accels_only,hard,2,True,0.5,0.9673659673659674,0.26107226107226106,0.1353835556085059,0.28243978243978246,0.13547284091677747
opportunity,opportunity,no_imu_family,hard,0,True,0.05,0.4242793341453512,0.032480714575720666,0.40182565706462575,0.15347137637028013,0.4131006971868872
opportunity,opportunity,no_imu_family,hard,0,True,0.1,0.5184734064149411,0.07226958993097848,0.4127212886535903,0.15347137637028013,0.4131006971868872
opportunity,opportunity,no_imu_family,hard,0,True,0.2,0.727568006496143,0.15347137637028013,0.4131006971868872,0.15347137637028013,0.4131006971868872
opportunity,opportunity,no_imu_family,hard,0,True,0.3,0.727568006496143,0.15347137637028013,0.4131006971868872,0.15347137637028013,0.4131006971868872
opportunity,opportunity,no_imu_family,hard,0,True,0.5,0.727568006496143,0.15347137637028013,0.4131006971868872,0.15347137637028013,0.4131006971868872
opportunity,opportunity,no_imu_family,hard,1,True,0.05,0.38773853024766547,0.04100690215184734,0.29187322037562424,0.3503857084855867,0.3573411323352287
opportunity,opportunity,no_imu_family,hard,1,True,0.1,0.6528623629719854,0.11611855460820138,0.3356068757173686,0.3503857084855867,0.3573411323352287
opportunity,opportunity,no_imu_family,hard,1,True,0.2,0.8473406414941129,0.25172553796183517,0.3548025701773262,0.3503857084855867,0.3573411323352287
opportunity,opportunity,no_imu_family,hard,1,True,0.3,0.9703613479496549,0.33617539585870887,0.35527658396173467,0.3503857084855867,0.3573411323352287
opportunity,opportunity,no_imu_family,hard,1,True,0.5,0.9703613479496549,0.33617539585870887,0.35527658396173467,0.3503857084855867,0.3573411323352287
opportunity,opportunity,no_imu_family,hard,2,True,0.05,0.1445221445221445,0.026806526806526808,0.13726708338762106,0.36752136752136755,0.22745718329452524
opportunity,opportunity,no_imu_family,hard,2,True,0.1,0.24125874125874125,0.059052059052059055,0.17567280524720053,0.36752136752136755,0.22745718329452524
opportunity,opportunity,no_imu_family,hard,2,True,0.2,0.4875679875679876,0.1522921522921523,0.22745718329452524,0.36752136752136755,0.22745718329452524
opportunity,opportunity,no_imu_family,hard,2,True,0.3,0.6402486402486403,0.25874125874125875,0.22745718329452524,0.36752136752136755,0.22745718329452524
opportunity,opportunity,no_imu_family,hard,2,True,0.5,0.6402486402486403,0.25874125874125875,0.22745718329452524,0.36752136752136755,0.22745718329452524
opportunity,opportunity,no_shoes,hard,0,True,0.05,0.6524563540397889,0.053999187982135606,0.11236785344395162,0.18920016240357287,0.23402871438926287
opportunity,opportunity,no_shoes,hard,0,True,0.1,0.8574908647990256,0.08891595615103533,0.23422041190069254,0.18920016240357287,0.23402871438926287
opportunity,opportunity,no_shoes,hard,0,True,0.2,0.9516849370686155,0.1518473406414941,0.23402871438926287,0.18920016240357287,0.23402871438926287
opportunity,opportunity,no_shoes,hard,0,True,0.3,0.9516849370686155,0.1518473406414941,0.23402871438926287,0.18920016240357287,0.23402871438926287
opportunity,opportunity,no_shoes,hard,0,True,0.5,0.9516849370686155,0.1518473406414941,0.23402871438926287,0.18920016240357287,0.23402871438926287
opportunity,opportunity,no_shoes,hard,1,True,0.05,0.16768168899715793,0.05684125050751117,0.019171520305485523,0.3909866017052375,0.02128079679972461
opportunity,opportunity,no_shoes,hard,1,True,0.1,0.22695899309784814,0.09866017052375152,0.020806316412240844,0.3909866017052375,0.02128079679972461
opportunity,opportunity,no_shoes,hard,1,True,0.2,0.44254973609419407,0.2488834754364596,0.02128079679972461,0.3909866017052375,0.02128079679972461
opportunity,opportunity,no_shoes,hard,1,True,0.3,0.5079171741778319,0.291514413317093,0.02128079679972461,0.3909866017052375,0.02128079679972461
opportunity,opportunity,no_shoes,hard,1,True,0.5,0.758018676410881,0.3909866017052375,0.02128079679972461,0.3909866017052375,0.02128079679972461
opportunity,opportunity,no_shoes,hard,2,True,0.05,0.1285936285936286,0.011655011655011656,0.09189238106463071,0.21833721833721834,0.14734261831431028
opportunity,opportunity,no_shoes,hard,2,True,0.1,0.21095571095571095,0.016705516705516704,0.15296354100051346,0.21833721833721834,0.14734261831431028
opportunity,opportunity,no_shoes,hard,2,True,0.2,0.3003108003108003,0.04351204351204351,0.17922955845749844,0.21833721833721834,0.14734261831431028
opportunity,opportunity,no_shoes,hard,2,True,0.3,0.44522144522144524,0.10761460761460762,0.14950636862852107,0.21833721833721834,0.14734261831431028
opportunity,opportunity,no_shoes,hard,2,True,0.5,0.5442890442890443,0.1588966588966589,0.14734261831431028,0.21833721833721834,0.14734261831431028
opportunity,opportunity,severe_three_sensors,hard,0,True,0.05,0.39626471782379213,0.06617945594803086,0.230935663874834,0.2797401542833942,0.23203235457660543
opportunity,opportunity,severe_three_sensors,hard,0,True,0.1,0.4441737718229801,0.09013398294762484,0.2317042745545097,0.2797401542833942,0.23203235457660543
opportunity,opportunity,severe_three_sensors,hard,0,True,0.2,0.5907429963459196,0.1855460820138043,0.23203235457660543,0.2797401542833942,0.23203235457660543
opportunity,opportunity,severe_three_sensors,hard,0,True,0.3,0.6950872919204223,0.2679658952496955,0.23203235457660543,0.2797401542833942,0.23203235457660543
opportunity,opportunity,severe_three_sensors,hard,0,True,0.5,0.6950872919204223,0.2679658952496955,0.23203235457660543,0.2797401542833942,0.23203235457660543
opportunity,opportunity,severe_three_sensors,hard,1,True,0.05,0.33008526187576126,0.12505075111652456,-0.003954429570862228,0.3207470564352416,-0.003954429570862228
opportunity,opportunity,severe_three_sensors,hard,1,True,0.1,0.45148193260251723,0.1810799837596427,-0.003954429570862228,0.3207470564352416,-0.003954429570862228
opportunity,opportunity,severe_three_sensors,hard,1,True,0.2,0.9127080795777507,0.2561916362159968,-0.003954429570862228,0.3207470564352416,-0.003954429570862228
opportunity,opportunity,severe_three_sensors,hard,1,True,0.3,0.953714981729598,0.28095818107998377,-0.003954429570862228,0.3207470564352416,-0.003954429570862228
opportunity,opportunity,severe_three_sensors,hard,1,True,0.5,0.953714981729598,0.28095818107998377,-0.003954429570862228,0.3207470564352416,-0.003954429570862228
opportunity,opportunity,severe_three_sensors,hard,2,True,0.05,0.0034965034965034965,0.0003885003885003885,0.0,0.3045843045843046,-0.01661153830842521
opportunity,opportunity,severe_three_sensors,hard,2,True,0.1,0.5641025641025641,0.049339549339549336,0.0172383608876292,0.3045843045843046,-0.01661153830842521
opportunity,opportunity,severe_three_sensors,hard,2,True,0.2,0.6344211344211345,0.08624708624708624,0.013250062082971747,0.3045843045843046,-0.01661153830842521
opportunity,opportunity,severe_three_sensors,hard,2,True,0.3,0.6627816627816627,0.10023310023310024,0.014361039923185714,0.3045843045843046,-0.01661153830842521
opportunity,opportunity,severe_three_sensors,hard,2,True,0.5,0.9440559440559441,0.26456876456876455,-0.01661153830842521,0.3045843045843046,-0.01661153830842521
