condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,threshold,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,policy,seed,base_accuracy,gate_accuracy,blanket_accuracy
full,cross_mask,0.125,0.9845098678295271,0.0007445828088472606,0.0,0.18590401637428935,2.2830586632230087e-05,0.011047085313321083,0.07916666666666666,0.8975,0.013485636223366904,0.0037923136954101065,0.014166666666666666,0.0,0.0,0.6307832005636757,4197,300,300,1200,0.2,0.05,20,True,selected,0,0.9291666666666667,0.9291666666666667,0.9316666666666666
full,hard,0.125,0.9845098678295271,0.0012419079302283809,0.0007277243301564429,0.18590401637428935,0.00517366538048202,0.01520762065611018,0.06166666666666667,0.9225,0.014761204889366553,0.0037493389561950113,0.9475,0.03166666666666667,0.03342128408091469,0.2843047926131658,4197,300,300,1200,0.2,0.05,3,True,hard,0,0.9291666666666667,0.9316666666666666,0.9316666666666666
full,cross_mask,0.125,0.9845098678295271,0.0007445828088472606,0.0,0.18590401637428935,2.2830586632230087e-05,0.011047085313321083,0.07916666666666666,0.8975,0.013485636223366904,0.0037923136954101065,0.014166666666666666,0.0,0.0,0.6307832005636757,4197,300,300,1200,0.2,0.05,20,True,cross_mask,0,0.9291666666666667,0.9291666666666667,0.9316666666666666
prot50,hard,0.42500000000000004,0.9757294101780255,0.003177823233231458,0.003009238446322615,0.21338798183277244,0.02328467817074725,0.024539476822657127,0.1725,0.8983333333333333,0.026093556281717684,0.004647331573217454,0.9958333333333333,0.16916666666666666,0.1698744769874477,0.2215529610284048,4197,300,300,1200,0.2,0.05,5,True,selected,0,0.9125,0.9183333333333333,0.9183333333333333
prot50,hard,0.42500000000000004,0.9757294101780255,0.003177823233231458,0.003009238446322615,0.21338798183277244,0.02328467817074725,0.024539476822657127,0.1725,0.8983333333333333,0.026093556281717684,0.004647331573217454,0.9958333333333333,0.16916666666666666,0.1698744769874477,0.2215529610284048,4197,300,300,1200,0.2,0.05,5,True,hard,0,0.9125,0.9183333333333333,0.9183333333333333
prot50,cross_mask,0.42500000000000004,0.9757294101780255,0.0032986423305161328,0.003745392015824578,0.21338798183277244,0.024700667762689744,0.0245245389673177,0.17,0.8991666666666667,0.026093556281717684,0.004647331573217454,0.9625,0.135,0.14025974025974025,0.21065932740741186,4197,300,300,1200,0.2,0.05,5,True,cross_mask,0,0.9125,0.9183333333333333,0.9183333333333333
prot25,hard,0.6000000000000001,0.9460135317388959,0.019465923395072804,0.008547248696277654,0.32761149605316786,0.03674270849479327,0.09018674333966388,0.21333333333333335,0.8833333333333333,0.04776492316565697,0.005967030911958288,0.7666666666666667,0.04833333333333333,0.06304347826086956,0.47882997470847544,4197,300,300,1200,0.2,0.05,12,True,selected,0,0.8641666666666666,0.8891666666666667,0.8966666666666666
prot25,hard,0.6000000000000001,0.9460135317388959,0.019465923395072804,0.008547248696277654,0.32761149605316786,0.03674270849479327,0.09018674333966388,0.21333333333333335,0.8833333333333333,0.04776492316565697,0.005967030911958288,0.7666666666666667,0.04833333333333333,0.06304347826086956,0.47882997470847544,4197,300,300,1200,0.2,0.05,12,True,hard,0,0.8641666666666666,0.8891666666666667,0.8966666666666666
prot25,cross_mask,0.5750000000000001,0.9460135317388959,0.018131293832044593,0.009584045135766939,0.32761149605316786,0.04813448836394792,0.08624746023900534,0.21583333333333332,0.8816666666666667,0.04776492316565697,0.005967030911958288,0.7908333333333334,0.05416666666666667,0.0684931506849315,0.43822484269827533,4197,300,300,1200,0.2,0.05,12,True,cross_mask,0,0.8641666666666666,0.8966666666666666,0.8966666666666666
scaffold,hard,0.8,0.9593345396511419,0.005734692501348615,0.0050631631001618604,0.4048288734969879,0.11803850953637304,0.15987217888419764,0.2833333333333333,0.8941666666666667,0.05109131762670824,0.00610877354452072,0.1475,0.049166666666666664,0.3333333333333333,0.43438542898425075,4197,300,300,1200,0.2,0.05,20,True,selected,0,0.8608333333333333,0.9008333333333334,0.9008333333333334
