condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,q_hat,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,seed
low_cost_accels_only,hard,0.05,0.5854000935891437,0.00046794571829666953,0.00046794571829666953,0.9254153331365238,0.017792817377706938,0.017792817377706938,0.0,0.413664014974263,0.19829819702188198,0.005732720298476724,1.0,0.0,0.0,0.815295871413788,50,50,50,2137,0.2,0.05,49,True,0
low_cost_accels_only,cross_mask,0.0,0.5854000935891437,0.0,0.0,0.9254153331365238,0.0,0.0,0.0,0.4197473093121198,0.19829819702188198,0.005732720298476724,1.0,0.0,0.0,0.8163157400488853,50,50,50,2137,0.2,0.05,49,True,0
no_shoes,hard,0.2,0.6626111371080955,0.0032756200280766867,0.0,0.8242038051033295,-0.0004503277460720888,0.022310034201159786,0.6630790828263922,0.413664014974263,0.17464888885235838,0.005917012082512661,0.0271408516612073,0.0009358914365933552,0.034482758620689655,0.8111473384341416,50,50,50,2137,0.2,0.05,49,True,0
no_shoes,cross_mask,0.025,0.6626111371080955,-0.0009358914365933391,-0.0009358914365933391,0.8242038051033295,0.0060396297320245585,0.0060396297320245585,0.0,0.4169396350023397,0.17464888885235838,0.005917012082512661,1.0,0.0,0.0,0.804409470297503,50,50,50,2137,0.2,0.05,49,True,0
no_imu_family,hard,0.7250000000000001,0.4319138979878334,0.04164716892840431,0.0,2.0914065078321897,0.0037996026882199828,0.8330690659882342,0.4220870379036032,0.413664014974263,0.3528398793162915,0.00797999958858871,0.016378100140383715,0.0,0.0,0.8659301686443232,50,50,50,2137,0.2,0.05,49,True,0
no_imu_family,cross_mask,0.45,0.4319138979878334,0.0074871314927468235,0.0,2.0914065078321897,-8.067927755948633e-05,0.48949603396784325,0.584932147870847,0.41647168928404305,0.3528398793162915,0.00797999958858871,0.0028076743097800653,0.0009358914365933552,0.3333333333333333,0.9423973179769005,50,50,50,2137,0.2,0.05,49,True,0
severe_three_sensors,hard,0.2,0.6050538137576041,-0.00046794571829666953,0.0,1.038916455040971,7.682977668988245e-05,0.03474546545652212,0.6041179223210108,0.413664014974263,0.19547859226848127,0.0060493395985996914,0.018249883013570427,0.0,0.0,0.9129953894688159,50,50,50,2137,0.2,0.05,49,True,0
severe_three_sensors,cross_mask,0.07500000000000001,0.6050538137576041,-0.0032756200280767978,0.0,1.038916455040971,0.02853872553452531,0.03581424278312576,0.36218998596162844,0.42817033224146,0.19547859226848127,0.0060493395985996914,0.37248479176415533,0.004211511464670099,0.011306532663316583,0.9174262441741204,50,50,50,2137,0.2,0.05,49,True,0
low_cost_accels_only,hard,0.1,0.6162845109967244,0.002807674309780017,0.0009358914365933391,0.9395097920521248,-0.001045094189383748,0.03249870137826663,0.4384651380439869,0.4169396350023397,0.19358159348610354,0.006140134333838886,0.27281235376696306,0.0,0.0,0.8305543128464903,50,50,50,2137,0.2,0.05,49,True,1
low_cost_accels_only,cross_mask,0.025,0.6162845109967244,0.0009358914365933391,0.0009358914365933391,0.9395097920521248,0.004252092320431403,0.004252092320431403,0.0,0.21853065044454842,0.19358159348610354,0.006140134333838886,1.0,0.0,0.0,0.8323353920079706,50,50,50,2137,0.2,0.05,49,True,1
no_shoes,hard,0.125,0.6438933083762284,0.0032756200280766867,0.0,0.835720117065522,-0.0012102797540090575,0.020533413380929306,0.6050538137576041,0.4169396350023397,0.18495509761882561,0.0061823162264484895,0.09031352363125877,0.0014038371548900327,0.015544041450777202,0.7694303634451056,50,50,50,2137,0.2,0.05,49,True,1
no_shoes,cross_mask,0.0,0.6438933083762284,0.0,0.0,0.835720117065522,0.0,0.0,0.0,0.21853065044454842,0.18495509761882561,0.0061823162264484895,1.0,0.0,0.0,0.7785747221112251,50,50,50,2137,0.2,0.05,49,True,1
no_imu_family,hard,0.375,0.40758072063640616,0.08376228357510529,0.0,1.347470461747638,8.471224972258017e-06,0.12145540866679515,0.3757604117922321,0.4169396350023397,0.2836606123824113,0.005992327564493932,0.009826860084230228,0.0004679457182966776,0.047619047619047616,0.8533195347677232,50,50,50,2137,0.2,0.05,49,True,1
no_imu_family,cross_mask,0.17500000000000002,0.40758072063640616,-0.0032756200280767422,0.0,1.347470461747638,0.00041502503240687164,0.04073286174421679,0.5236312587739822,0.21853065044454842,0.2836606123824113,0.005992327564493932,0.02526906878802059,0.0,0.0,0.8582818457809543,50,50,50,2137,0.2,0.05,49,True,1
severe_three_sensors,hard,0.15000000000000002,0.6120729995320543,0.0023397285914833477,-0.00046794571829666953,1.0943877154096713,-0.00013617241280129618,0.06469924636987553,0.5704258306036499,0.4169396350023397,0.20404204189424835,0.006344640983633404,0.04913430042115115,0.0,0.0,0.8966364333192457,50,50,50,2137,0.2,0.05,49,True,1
severe_three_sensors,cross_mask,0.125,0.6120729995320543,0.00046794571829666953,0.00046794571829666953,1.0943877154096713,0.00021417990396533195,0.0716835728846588,0.6766495086569958,0.21853065044454842,0.20404204189424835,0.006344640983633404,0.012634534394010294,0.0,0.0,0.8901431900381148,50,50,50,2137,0.2,0.05,49,True,1
low_cost_accels_only,hard,0.07500000000000001,0.6340664482919981,0.0028076743097801282,0.0028076743097801282,0.8897926435142495,-0.0019924423489848446,0.011856112534820412,0.30088909686476367,0.4258306036499766,0.1867320503602911,0.00572890792326365,0.518015910154422,0.0004679457182966776,0.0009033423667570009,0.6460515679300439,50,50,50,2137,0.2,0.05,49,True,2
low_cost_accels_only,cross_mask,0.0,0.6340664482919981,0.0,0.0,0.8897926435142495,0.0,0.0,0.0,0.09358914365933552,0.1867320503602911,0.00572890792326365,1.0,0.0,0.0,0.6533596652746201,50,50,50,2137,0.2,0.05,49,True,2
no_shoes,hard,0.17500000000000002,0.6696303228825456,0.0014038371548900086,0.0014038371548900086,0.8042547492241078,-0.00137996682173182,0.014405480873966706,0.6785212915301825,0.4258306036499766,0.17490011429234345,0.005910022564729132,0.07346747777257838,0.010294805802526907,0.14012738853503184,0.6731640374639204,50,50,50,2137,0.2,0.05,49,True,2
no_shoes,cross_mask,0.05,0.6696303228825456,-0.00046794571829666953,-0.00046794571829666953,0.8042547492241078,-0.006413902594349602,-0.006413902594349602,0.0,0.09358914365933552,0.17490011429234345,0.005910022564729132,1.0,0.0,0.0,0.7037207874931224,50,50,50,2137,0.2,0.05,49,True,2
no_imu_family,hard,0.675,0.45952269536733736,0.07065980346279832,0.0032756200280767422,2.185293768621903,0.010991334649824824,0.8818531575307731,0.44314459522695365,0.4258306036499766,0.33821032104322696,0.007845599162953852,0.023865231633130556,0.0,0.0,0.8481053353151786,50,50,50,2137,0.2,0.05,49,True,2
no_imu_family,cross_mask,0.47500000000000003,0.45952269536733736,-0.010294805802526896,0.0,2.185293768621903,-0.0002789521769944848,0.6220982799138925,0.5634066448291998,0.09358914365933552,0.33821032104322696,0.007845599162953852,0.003275620028076743,0.0014038371548900327,0.42857142857142855,0.8584268619074125,50,50,50,2137,0.2,0.05,49,True,2
severe_three_sensors,hard,0.17500000000000002,0.5947590079550772,0.0028076743097801282,0.0,1.2239995231369334,-0.0001632179333679517,0.20301723694950702,0.612540945250351,0.4258306036499766,0.22960124551437838,0.007199274226603627,0.0070191857744501636,0.0,0.0,0.8633580189027956,50,50,50,2137,0.2,0.05,49,True,2
severe_three_sensors,cross_mask,0.125,0.5947590079550772,0.0014038371548900086,0.0,1.2239995231369334,0.0013152322513122032,0.17042146155460436,0.6504445484323819,0.09358914365933552,0.22960124551437838,0.007199274226603627,0.012634534394010294,0.0,0.0,0.8597521644707755,50,50,50,2137,0.2,0.05,49,True,2
