condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,q_hat,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,seed
low_cost_accels_only,hard,0.325,0.5704258306036499,0.0037435657463734673,0.0,1.1318976829907015,-0.00026027382437499735,0.14843038346558948,0.6045858680393075,0.413664014974263,0.22919066130496565,0.006708473453378865,0.008423022929340197,0.0,0.0,0.8554644694373164,50,50,50,2137,0.2,0.05,49,True,0
low_cost_accels_only,cross_mask,0.125,0.5704258306036499,0.0023397285914834587,0.0,1.1318976829907015,-0.0013825742225668722,0.03671116107331074,0.6579316799251287,0.413664014974263,0.22919066130496565,0.006708473453378865,0.03462798315395414,0.0004679457182966776,0.013513513513513514,0.8949779502560166,50,50,50,2137,0.2,0.05,49,True,0
no_shoes,hard,0.275,0.6612072999532054,0.009826860084230282,0.0,0.8967759137402177,-0.00012325818962371268,0.07496225190119085,0.6841366401497426,0.413664014974263,0.18353245958889502,0.006451414409521024,0.007955077211043519,0.0,0.0,0.8118374936237018,50,50,50,2137,0.2,0.05,49,True,0
no_shoes,cross_mask,0.125,0.6612072999532054,-0.0009358914365933391,0.0,0.8967759137402177,-0.0006845592836371055,0.010276756994712798,0.7473093121197941,0.413664014974263,0.18353245958889502,0.006451414409521024,0.047262517547964435,0.002339728591483388,0.04950495049504951,0.7997629471683834,50,50,50,2137,0.2,0.05,49,True,0
no_imu_family,hard,0.7250000000000001,0.43144595226953675,0.04492278895648105,0.0,2.0345961703132533,0.007736095005688371,0.7784047333105308,0.42021525503041646,0.413664014974263,0.34792917409633145,0.007875010414485503,0.019653720168460457,0.0,0.0,0.8657491747682524,50,50,50,2137,0.2,0.05,49,True,0
no_imu_family,cross_mask,0.47500000000000003,0.43144595226953675,0.0037435657463734118,0.0,2.0345961703132533,-0.00014782795200726738,0.4750920544120552,0.5666822648572766,0.413664014974263,0.34792917409633145,0.007875010414485503,0.002339728591483388,0.0004679457182966776,0.2,0.937892568417586,50,50,50,2137,0.2,0.05,49,True,0
severe_three_sensors,hard,0.2,0.5905474964904072,-0.004679457182966806,0.0,1.113510100746309,-0.00023085265712269508,-0.010377386238517458,0.49227889564810484,0.413664014974263,0.20872298993305707,0.004738487231371828,0.06972391202620495,0.0004679457182966776,0.006711409395973154,0.8802640181852847,50,50,50,2137,0.2,0.05,49,True,0
severe_three_sensors,cross_mask,0.0,0.5905474964904072,0.0,0.0,1.113510100746309,0.0,0.0,0.0,0.413664014974263,0.20872298993305707,0.004738487231371828,1.0,0.0,0.0,0.8944141303002834,50,50,50,2137,0.2,0.05,49,True,0
low_cost_accels_only,hard,0.05,0.6078614880673842,-0.0018717828731866781,-0.0018717828731866781,0.8873843698011612,0.007544906386875049,0.007544906386875049,0.0,0.4169396350023397,0.1870452950157285,0.005775909169080617,1.0,0.0,0.0,0.8148574761587138,50,50,50,2137,0.2,0.05,49,True,1
low_cost_accels_only,cross_mask,0.0,0.6078614880673842,0.0,0.0,0.8873843698011612,0.0,0.0,0.0,0.21853065044454842,0.1870452950157285,0.005775909169080617,1.0,0.0,0.0,0.8176158180832863,50,50,50,2137,0.2,0.05,49,True,1
no_shoes,hard,0.125,0.642957416939635,0.0065512400561534845,0.0,0.8544626077454843,-0.0009885286838992315,0.03094345591150207,0.6092653252222742,0.4169396350023397,0.18818997480752883,0.006330913527878869,0.08376228357510529,0.0009358914365933552,0.0111731843575419,0.7718019256345472,50,50,50,2137,0.2,0.05,49,True,1
