condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,q_hat,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,seed
low_cost_accels_only,hard,0.925,0.5560747663551402,0.16728971962616823,0.17009345794392527,1.089922959485412,0.33428489093116853,0.4603167918756823,0.3149532710280374,0.7168224299065421,0.2063453704702733,0.00900154922555222,0.694392523364486,0.11401869158878504,0.1641991924629879,0.6109681903967347,1068,1068,1068,1070,0.2,0.05,50,True,0
low_cost_accels_only,cross_mask,0.17500000000000002,0.5560747663551402,-0.00747663551401867,0.0,1.089922959485412,0.030018007722061143,0.052220130482048904,0.5429906542056074,0.36542056074766355,0.2063453704702733,0.00900154922555222,0.21869158878504674,0.003738317757009346,0.017094017094017096,0.8055519865261301,1068,1068,1068,1070,0.2,0.05,50,True,0
no_shoes,hard,0.8500000000000001,0.6448598130841121,0.08504672897196264,0.07850467289719631,0.9015792125943737,0.15456571531657026,0.30158992440967164,0.3336448598130841,0.7261682242990655,0.17647180216935177,0.008662980872091051,0.6336448598130842,0.10186915887850467,0.1607669616519174,0.6006945822404118,1068,1068,1068,1070,0.2,0.05,50,True,0
no_shoes,cross_mask,0.05,0.6448598130841121,-0.0037383177570092796,-0.0037383177570092796,0.9015792125943737,0.02645619415706343,0.026130373980617815,0.005607476635514018,0.35046728971962615,0.17647180216935177,0.008662980872091051,0.9934579439252337,0.0,0.0,0.7867448367360937,1068,1068,1068,1070,0.2,0.05,50,True,0
no_imu_family,hard,0.9750000000000001,0.4261682242990654,0.28598130841121494,0.2626168224299066,2.1241395213805156,1.1125679314391916,1.483923958406994,0.21869158878504674,0.7102803738317757,0.3357193034846536,0.011088086729354015,0.7205607476635514,0.06542056074766354,0.0907911802853437,0.6282519973958756,1068,1068,1068,1070,0.2,0.05,50,True,0
no_imu_family,cross_mask,0.775,0.4261682242990654,-0.02429906542056076,-0.0009345794392523477,2.1241395213805156,-0.009069801692161455,0.7381577497834025,0.4336448598130841,0.36542056074766355,0.3357193034846536,0.011088086729354015,0.11962616822429907,0.025233644859813085,0.2109375,0.8619070258645501,1068,1068,1068,1070,0.2,0.05,50,True,0
severe_three_sensors,hard,0.9750000000000001,0.5654205607476636,0.1504672897196262,0.15794392523364487,1.1169255642851474,0.43986677777211225,0.4980284741897619,0.288785046728972,0.7149532710280374,0.2010970701405892,0.008871364323551387,0.6588785046728972,0.06261682242990654,0.0950354609929078,0.6210436447810814,1068,1068,1068,1070,0.2,0.05,50,True,0
severe_three_sensors,cross_mask,0.15000000000000002,0.5654205607476636,-0.009345794392523366,0.0,1.1169255642851474,0.0071123707664982995,0.03708647143257157,0.5822429906542056,0.32897196261682243,0.2010970701405892,0.008871364323551387,0.102803738317757,0.008411214953271028,0.08181818181818182,0.8428753062260759,1068,1068,1068,1070,0.2,0.05,50,True,0
low_cost_accels_only,hard,0.9500000000000001,0.6149532710280374,0.11308411214953262,0.10934579439252334,0.9156108315158832,0.2603292070540645,0.3093153082962329,0.3317757009345794,0.7289719626168224,0.16955410939597745,0.008430455665331934,0.7242990654205608,0.13551401869158877,0.1870967741935484,0.5964670209437608,1068,1068,1068,1070,0.2,0.05,50,True,1
low_cost_accels_only,cross_mask,0.0,0.6149532710280374,0.0,0.0,0.9156108315158832,0.0,0.0,0.0,0.46822429906542057,0.16955410939597745,0.008430455665331934,1.0,0.0,0.0,0.8181209828188356,1068,1068,1068,1070,0.2,0.05,50,True,1
no_shoes,hard,0.9,0.6261682242990654,0.1084112149532711,0.10467289719626172,0.8498751395863744,0.18121407627321426,0.26093637554576643,0.37009345794392523,0.7364485981308411,0.16576965622869005,0.008543016929154167,0.6429906542056075,0.1205607476635514,0.1875,0.5904684589306513,1068,1068,1068,1070,0.2,0.05,50,True,1
no_shoes,cross_mask,0.0,0.6261682242990654,0.0,0.0,0.8498751395863744,0.0,0.0,0.0,0.4570093457943925,0.16576965622869005,0.008543016929154167,1.0,0.0,0.0,0.7955725845995912,1068,1068,1068,1070,0.2,0.05,50,True,1
no_imu_family,hard,0.9750000000000001,0.402803738317757,0.3177570093457944,0.30747663551401866,1.91138210616172,1.078865010888453,1.288857873813899,0.23457943925233646,0.7158878504672898,0.3241584990615269,0.010778498266639054,0.7532710280373832,0.08691588785046729,0.11538461538461539,0.6087849551476259,1068,1068,1068,1070,0.2,0.05,50,True,1
no_imu_family,cross_mask,1.0,0.402803738317757,0.09158878504672896,0.0028037383177569875,1.91138210616172,0.0342373428448359,0.47116511939832717,0.305607476635514,0.49439252336448597,0.3241584990615269,0.010778498266639054,0.2252336448598131,0.024299065420560748,0.1078838174273859,0.9391138361976525,1068,1068,1068,1070,0.2,0.05,50,True,1
severe_three_sensors,hard,0.9500000000000001,0.597196261682243,0.13177570093457935,0.1345794392523364,1.1169163911548743,0.42346058654774016,0.4723849291897913,0.33084112149532713,0.7289719626168224,0.19819595420290265,0.009154285689292828,0.6532710280373831,0.08130841121495327,0.12446351931330472,0.6038112323764112,1068,1068,1068,1070,0.2,0.05,50,True,1
severe_three_sensors,cross_mask,0.1,0.597196261682243,0.0,0.0018691588785045843,1.1169163911548743,-0.00026488664602310446,0.02147767501266356,0.3514018691588785,0.4130841121495327,0.19819595420290265,0.009154285689292828,0.35887850467289717,0.017757009345794394,0.049479166666666664,0.8527181440292402,1068,1068,1068,1070,0.2,0.05,50,True,1
low_cost_accels_only,hard,0.9500000000000001,0.6345794392523364,0.1205607476635514,0.1205607476635514,0.9288128785342562,0.24425488533361592,0.3525261159240422,0.2953271028037383,0.7523364485981309,0.16947726963576143,0.007988715496132061,0.6822429906542056,0.09252336448598131,0.13561643835616438,0.6195212581494773,1068,1068,1068,1070,0.2,0.05,50,True,2
low_cost_accels_only,cross_mask,0.0,0.6345794392523364,0.0,0.0,0.9288128785342562,0.0,0.0,0.0,0.42429906542056073,0.16947726963576143,0.007988715496132061,1.0,0.0,0.0,0.7642232659046123,1068,1068,1068,1070,0.2,0.05,50,True,2
no_shoes,hard,0.9,0.6523364485981309,0.11121495327102804,0.10280373831775691,0.8622236845434608,0.1726413769557966,0.29141703521417045,0.3429906542056075,0.7616822429906542,0.1681174480582031,0.008445586712699592,0.6130841121495327,0.08037383177570094,0.13109756097560976,0.6048064800835727,1068,1068,1068,1070,0.2,0.05,50,True,2
no_shoes,cross_mask,0.0,0.6523364485981309,0.0,0.0,0.8622236845434608,0.0,0.0,0.0,0.4289719626168224,0.1681174480582031,0.008445586712699592,1.0,0.0,0.0,0.7535850565866583,1068,1068,1068,1070,0.2,0.05,50,True,2
no_imu_family,hard,1.0,0.4672897196261682,0.26542056074766357,0.2523364485981308,2.1410920617510345,1.0226205315740966,1.4683811381036491,0.2411214953271028,0.7327102803738318,0.30991223315023986,0.01108957286831511,0.6738317757009346,0.05420560747663551,0.08044382801664356,0.64,1068,1068,1068,1070,0.2,0.05,50,True,2
