family,dataset,condition,target,seed,exchangeable,alpha,apply_rate,joint_harm,acc_gain,blanket_joint_harm,blanket_acc_gain
ninapro,ninapro_db5,14,hard,1,True,0.05,0.7287756925826631,0.04423592493297587,0.05272564789991063,0.16175156389633602,0.0790884718498659
ninapro,ninapro_db5,14,hard,1,True,0.1,0.8596961572832886,0.10232350312779268,0.0719392314566577,0.16175156389633602,0.0790884718498659
ninapro,ninapro_db5,14,hard,1,True,0.2,0.9830205540661304,0.15326184092940126,0.0790884718498659,0.16175156389633602,0.0790884718498659
ninapro,ninapro_db5,14,hard,1,True,0.3,0.9830205540661304,0.15326184092940126,0.0790884718498659,0.16175156389633602,0.0790884718498659
ninapro,ninapro_db5,14,hard,1,True,0.5,0.9830205540661304,0.15326184092940126,0.0790884718498659,0.16175156389633602,0.0790884718498659
ninapro,ninapro_db5,12,hard,1,True,0.05,0.7207327971403038,0.04289544235924933,0.0768543342269884,0.15951742627345844,0.09964253798033962
ninapro,ninapro_db5,12,hard,1,True,0.1,0.8467381590705988,0.09517426273458444,0.09383378016085797,0.15951742627345844,0.09964253798033962
ninapro,ninapro_db5,12,hard,1,True,0.2,0.9722966934763181,0.15013404825737264,0.09964253798033962,0.15951742627345844,0.09964253798033962
ninapro,ninapro_db5,12,hard,1,True,0.3,0.9722966934763181,0.15013404825737264,0.09964253798033962,0.15951742627345844,0.09964253798033962
ninapro,ninapro_db5,12,hard,1,True,0.5,0.9722966934763181,0.15013404825737264,0.09964253798033962,0.15951742627345844,0.09964253798033962
ninapro,ninapro_db5,10,hard,1,True,0.05,0.7336907953529938,0.04781054512957998,0.08534405719392313,0.15683646112600536,0.1023235031277927
ninapro,ninapro_db5,10,hard,1,True,0.1,0.8507596067917784,0.09204647006255585,0.09964253798033962,0.15683646112600536,0.1023235031277927
ninapro,ninapro_db5,10,hard,1,True,0.2,0.9597855227882037,0.14164432529043788,0.10142984807864164,0.15683646112600536,0.1023235031277927
ninapro,ninapro_db5,10,hard,1,True,0.3,0.9597855227882037,0.14164432529043788,0.10142984807864164,0.15683646112600536,0.1023235031277927
ninapro,ninapro_db5,10,hard,1,True,0.5,0.9597855227882037,0.14164432529043788,0.10142984807864164,0.15683646112600536,0.1023235031277927
ninapro,ninapro_db5,8,hard,1,True,0.05,0.7403932082216265,0.05183199285075961,0.09919571045576403,0.14611260053619302,0.11528150134048254
ninapro,ninapro_db5,8,hard,1,True,0.1,0.8708668453976764,0.09964253798033959,0.11215370866845398,0.14611260053619302,0.11528150134048254
ninapro,ninapro_db5,8,hard,1,True,0.2,0.9722966934763181,0.1380697050938338,0.11572832886505802,0.14611260053619302,0.11528150134048254
ninapro,ninapro_db5,8,hard,1,True,0.3,0.9722966934763181,0.1380697050938338,0.11572832886505802,0.14611260053619302,0.11528150134048254
ninapro,ninapro_db5,8,hard,1,True,0.5,0.9722966934763181,0.1380697050938338,0.11572832886505802,0.14611260053619302,0.11528150134048254
ninapro,ninapro_db5,7,hard,1,True,0.05,0.775692582663092,0.05585344057193923,0.10053619302949057,0.12779267202859695,0.12064343163538871
ninapro,ninapro_db5,7,hard,1,True,0.1,0.919124218051832,0.09964253798033959,0.11885612153708669,0.12779267202859695,0.12064343163538871
ninapro,ninapro_db5,7,hard,1,True,0.2,0.9722966934763181,0.11662198391420911,0.12109025915996419,0.12779267202859695,0.12064343163538871
ninapro,ninapro_db5,7,hard,1,True,0.3,0.9722966934763181,0.11662198391420911,0.12109025915996419,0.12779267202859695,0.12064343163538871
ninapro,ninapro_db5,7,hard,1,True,0.5,0.9722966934763181,0.11662198391420911,0.12109025915996419,0.12779267202859695,0.12064343163538871
ninapro,ninapro_db5,6,hard,1,True,0.05,0.7703306523681859,0.049151027703306524,0.11170688114387839,0.11572832886505809,0.13628239499553174
ninapro,ninapro_db5,6,hard,1,True,0.1,0.949508489722967,0.0969615728328865,0.13404825737265413,0.11572832886505809,0.13628239499553174
ninapro,ninapro_db5,6,hard,1,True,0.2,0.9700625558534406,0.10455764075067024,0.1349419124218052,0.11572832886505809,0.13628239499553174
ninapro,ninapro_db5,6,hard,1,True,0.3,0.9700625558534406,0.10455764075067024,0.1349419124218052,0.11572832886505809,0.13628239499553174
ninapro,ninapro_db5,6,hard,1,True,0.5,0.9700625558534406,0.10455764075067024,0.1349419124218052,0.11572832886505809,0.13628239499553174
ninapro,ninapro_db5,5,hard,1,True,0.05,0.7426273458445041,0.04736371760500447,0.09606791778373547,0.11706881143878463,0.1251117068811438
ninapro,ninapro_db5,5,hard,1,True,0.1,0.9392314566577301,0.09874888293118857,0.12198391420911525,0.11706881143878463,0.1251117068811438
ninapro,ninapro_db5,5,hard,1,True,0.2,0.9647006255585344,0.10902591599642537,0.12421805183199286,0.11706881143878463,0.1251117068811438
ninapro,ninapro_db5,5,hard,1,True,0.3,0.9647006255585344,0.10902591599642537,0.12421805183199286,0.11706881143878463,0.1251117068811438
ninapro,ninapro_db5,5,hard,1,True,0.5,0.9647006255585344,0.10902591599642537,0.12421805183199286,0.11706881143878463,0.1251117068811438
ninapro,ninapro_db5,4,hard,1,True,0.05,0.7180518319928507,0.04244861483467382,0.08891867739052728,0.1358355674709562,0.10723860589812328
ninapro,ninapro_db5,4,hard,1,True,0.1,0.8771224307417337,0.09740840035746202,0.10366398570151925,0.1358355674709562,0.10723860589812328
ninapro,ninapro_db5,4,hard,1,True,0.2,0.9722966934763181,0.1264521894548704,0.10723860589812328,0.1358355674709562,0.10723860589812328
ninapro,ninapro_db5,4,hard,1,True,0.3,0.9722966934763181,0.1264521894548704,0.10723860589812328,0.1358355674709562,0.10723860589812328
ninapro,ninapro_db5,4,hard,1,True,0.5,0.9722966934763181,0.1264521894548704,0.10723860589812328,0.1358355674709562,0.10723860589812328
ninapro,ninapro_db5,3,hard,1,True,0.05,0.6858802502234138,0.05585344057193923,0.06568364611260047,0.13672922252010725,0.08757819481680063
ninapro,ninapro_db5,3,hard,1,True,0.1,0.8462913315460232,0.0969615728328865,0.08534405719392313,0.13672922252010725,0.08757819481680063
ninapro,ninapro_db5,3,hard,1,True,0.2,0.9839142091152815,0.1322609472743521,0.08757819481680063,0.13672922252010725,0.08757819481680063
ninapro,ninapro_db5,3,hard,1,True,0.3,0.9839142091152815,0.1322609472743521,0.08757819481680063,0.13672922252010725,0.08757819481680063
ninapro,ninapro_db5,3,hard,1,True,0.5,0.9839142091152815,0.1322609472743521,0.08757819481680063,0.13672922252010725,0.08757819481680063
ninapro,ninapro_db5,2,hard,1,True,0.05,0.6916890080428955,0.05317247542448615,0.02859696157283287,0.13002680965147453,0.03529937444146558
