condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,threshold,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,policy,seed,base_accuracy,gate_accuracy,blanket_accuracy
full,cross_mask,0.8250000000000001,0.6002674316833609,0.0045998249538071745,0.005309734513274322,0.6829977940244597,0.0036520783239781503,0.004798965741873576,0.2701212789415656,0.5667034178610805,0.05783586289836852,0.008114891978775747,0.6019845644983461,0.1345093715545755,0.22344322344322345,0.4904715018773195,9766,1814,1814,907,0.2,0.05,50,True,selected,0,0.557883131201764,0.5678059536934951,0.5689084895259096
full,hard,0.5750000000000001,0.6002674316833609,0.005032578041427538,-0.00018963337547417414,0.7031981052680856,-0.0017264419046661137,0.014600449858475228,0.38588754134509373,0.5711135611907387,0.06786005606130043,0.008638814715596785,0.2822491730981257,0.13120176405733186,0.46484375,0.5523686794915389,9766,1814,1814,907,0.2,0.05,50,True,hard,0,0.557883131201764,0.5589856670341786,0.5711135611907387
full,cross_mask,0.8250000000000001,0.6002674316833609,0.0045998249538071745,0.005309734513274322,0.6829977940244597,0.0036520783239781503,0.004798965741873576,0.2701212789415656,0.5667034178610805,0.05783586289836852,0.008114891978775747,0.6019845644983461,0.1345093715545755,0.22344322344322345,0.4904715018773195,9766,1814,1814,907,0.2,0.05,50,True,cross_mask,0,0.557883131201764,0.5678059536934951,0.5689084895259096
prot50,cross_mask,1.0,0.5710395798891374,0.021841874939220074,0.027715647184673675,0.7414064670924566,0.0316487386894688,0.053174804585786606,0.4432194046306505,0.5468577728776185,0.09260256055711509,0.009215409419148097,0.35501653803748623,0.1543550165380375,0.43478260869565216,0.5544026617774523,9766,1814,1814,907,0.2,0.05,35,True,selected,0,0.5303197353914002,0.5545755237045203,0.5468577728776185
prot50,hard,0.5750000000000001,0.5710395798891374,0.01927939317319849,0.010395798891374097,0.696132999487639,0.0003667284099991093,0.004403677309817635,0.37596471885336274,0.5622932745314223,0.05809621962302062,0.008370703075192523,0.3671444321940463,0.1587651598676957,0.43243243243243246,0.5838497080140783,9766,1814,1814,907,0.2,0.05,35,True,hard,0,0.5303197353914002,0.5545755237045203,0.5589856670341786
prot50,cross_mask,1.0,0.5710395798891374,0.021841874939220074,0.027715647184673675,0.7414064670924566,0.0316487386894688,0.053174804585786606,0.4432194046306505,0.5468577728776185,0.09260256055711509,0.009215409419148097,0.35501653803748623,0.1543550165380375,0.43478260869565216,0.5544026617774523,9766,1814,1814,907,0.2,0.05,35,True,cross_mask,0,0.5303197353914002,0.5545755237045203,0.5468577728776185
prot25,cross_mask,1.0,0.5714382962170573,0.013118739667412171,0.0329427209958183,0.7791156319759042,0.06529491777025068,0.0925962456035881,0.48180815876515987,0.5589856670341786,0.10133627113115463,0.00979538007332939,0.39029768467475195,0.16979051819184124,0.4350282485875706,0.5469007072445232,9766,1814,1814,907,0.2,0.05,35,True,selected,0,0.503858875413451,0.5501653803748622,0.5589856670341786
prot25,hard,0.7000000000000001,0.5714382962170573,0.007254692210444391,0.014922687931537393,0.7077628782646166,0.004628150527132075,0.010258943344204284,0.4013230429988975,0.5589856670341786,0.07008377056867393,0.008551249717683911,0.3528114663726571,0.1543550165380375,0.4375,0.5811388969720308,9766,1814,1814,907,0.2,0.05,50,True,hard,0,0.503858875413451,0.538037486218302,0.5523704520396913
prot25,cross_mask,1.0,0.5714382962170573,0.013118739667412171,0.0329427209958183,0.7791156319759042,0.06529491777025068,0.0925962456035881,0.48180815876515987,0.5589856670341786,0.10133627113115463,0.00979538007332939,0.39029768467475195,0.16979051819184124,0.4350282485875706,0.5469007072445232,9766,1814,1814,907,0.2,0.05,35,True,cross_mask,0,0.503858875413451,0.5501653803748622,0.5589856670341786
scaffold,cross_mask,1.0,0.5695322376738305,0.04694155402120004,0.031279782164737924,0.6877006095709204,0.009501502662824932,0.01134233212231548,0.2822491730981257,0.5600882028665931,0.06086079290477659,0.008231308604031904,0.42998897464167585,0.14112458654906285,0.3282051282051282,0.5154614972586591,9766,1814,1814,907,0.2,0.05,35,True,selected,0,0.5413450937155457,0.5600882028665931,0.5600882028665931
