condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,q_hat,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,seed
low_cost_accels_only,hard,0.9750000000000001,0.5868039307440337,0.19747309312119798,0.18951801591015438,0.9292145122118016,0.34684481017095586,0.411416361705641,0.24894712213383247,0.7810014038371549,0.19838061954306996,0.005804259951919657,0.7800655124005615,0.1043518951801591,0.13377324535092983,0.60619032352278,1600,1600,1600,2137,0.2,0.05,50,True,0
low_cost_accels_only,cross_mask,0.025,0.5868039307440337,-0.0032756200280767978,-0.0032756200280767978,0.9292145122118016,0.00490903334763069,0.00490903334763069,0.0,0.4220870379036032,0.19838061954306996,0.005804259951919657,1.0,0.0,0.0,0.783540432123311,1600,1600,1600,2137,0.2,0.05,50,True,0
no_shoes,hard,0.925,0.6626111371080955,0.13476836686944316,0.1258773982218062,0.8242038051033295,0.24633776285424458,0.3351066709926856,0.27234440804866633,0.7964436125409452,0.17582420739670282,0.005923655570415648,0.7192325690219934,0.08001871782873186,0.11125569290826284,0.5816555499495009,1600,1600,1600,2137,0.2,0.05,50,True,0
no_shoes,cross_mask,0.025,0.6626111371080955,-0.0028076743097801282,-0.0028076743097801282,0.8242038051033295,0.0038817381083762377,0.0038817381083762377,0.0,0.4197473093121198,0.17582420739670282,0.005923655570415648,1.0,0.0,0.0,0.7777244020634594,1600,1600,1600,2137,0.2,0.05,50,True,0
no_imu_family,hard,0.9750000000000001,0.4319138979878334,0.341132428638278,0.32381843706130087,2.0914065078321897,1.2276263136607972,1.5725257241486368,0.19700514740290126,0.7730463266261114,0.3513091340483914,0.007966634120325257,0.7501169864295741,0.05240992044922789,0.06986899563318777,0.6099760271108534,1600,1600,1600,2137,0.2,0.05,50,True,0
no_imu_family,cross_mask,0.625,0.4319138979878334,0.02573701450631727,0.0,2.0914065078321897,0.0441281429505397,0.30822839029429255,0.3752924660739354,0.44314459522695365,0.3513091340483914,0.007966634120325257,0.24052409920449228,0.030416471689284044,0.1264591439688716,0.9611042945069498,1600,1600,1600,2137,0.2,0.05,50,True,0
severe_three_sensors,hard,0.9500000000000001,0.6036499766027141,0.18530650444548424,0.18203088441740756,1.2393343082012043,0.6266466467724717,0.6952842362712297,0.34534394010294805,0.7828731867103416,0.21679221331950727,0.007208209381488571,0.6569957884885353,0.08048666354702855,0.1225071225071225,0.5813263002276818,1600,1600,1600,2137,0.2,0.05,50,True,0
severe_three_sensors,cross_mask,0.225,0.6036499766027141,-0.016378100140383767,0.00046794571829666953,1.2393343082012043,0.014225860626768392,0.12423636564952337,0.5708937763219466,0.4071127749181095,0.21679221331950727,0.007208209381488571,0.17641553579784744,0.003743565746373421,0.021220159151193633,0.8673518143072318,1600,1600,1600,2137,0.2,0.05,50,True,0
low_cost_accels_only,hard,1.0,0.6134768366869443,0.1403837154890033,0.13383247543284982,0.9586597613761493,0.28117936333204163,0.396635883069979,0.3065044454843238,0.7538605521759476,0.19167147924265274,0.006193424132852753,0.6920917173607861,0.1020121665886757,0.14739688979039892,0.6,1600,1600,1600,2137,0.2,0.05,50,True,1
low_cost_accels_only,cross_mask,0.1,0.6134768366869443,0.0009358914365933391,0.00046794571829666953,0.9586597613761493,0.020994369398917273,0.01708958818557966,0.3214787084698175,0.42957416939635,0.19167147924265274,0.006193424132852753,0.4955545156761816,0.003743565746373421,0.007554296506137866,0.794009607572001,1600,1600,1600,2137,0.2,0.05,50,True,1
no_shoes,hard,1.0,0.6438933083762284,0.12072999532054285,0.11885821244735606,0.835720117065522,0.2000535633255579,0.2898829375211311,0.32615816565278427,0.7646233036967712,0.18476310223662218,0.006220674842907145,0.6640149742629855,0.09733270940570894,0.14658210007047218,0.5800000000000001,1600,1600,1600,2137,0.2,0.05,50,True,1
no_shoes,cross_mask,0.025,0.6438933083762284,-0.00046794571829666953,-0.00046794571829666953,0.835720117065522,0.0015845046526304822,0.0015845046526304822,0.0,0.441272812353767,0.18476310223662218,0.006220674842907145,1.0,0.0,0.0,0.790795839935114,1600,1600,1600,2137,0.2,0.05,50,True,1
no_imu_family,hard,0.9750000000000001,0.40758072063640616,0.3453439401029481,0.328029948525971,1.347470461747638,0.6949630235025315,0.7917475332469531,0.15956948993916706,0.7496490407112775,0.28315378997227497,0.006013239171441447,0.8006551240056153,0.06738418343472158,0.08416130917592052,0.6026521287132054,1600,1600,1600,2137,0.2,0.05,50,True,1
no_imu_family,cross_mask,0.925,0.40758072063640616,0.05100608329433787,0.004211511464670137,1.347470461747638,-0.003585902846049348,0.13349075438075197,0.38745905474964903,0.45437529246607394,0.28315378997227497,0.006013239171441447,0.2817033224145999,0.0584932147870847,0.20764119601328904,0.831396701130583,1600,1600,1600,2137,0.2,0.05,50,True,1
severe_three_sensors,hard,0.9750000000000001,0.5989705194197473,0.19045390734674772,0.1843706130088909,1.2657917411131903,0.6528885335852095,0.7437800617629733,0.357042583060365,0.7861488067384184,0.21926453850150115,0.007272852693065388,0.6335985025737014,0.07487131492746842,0.11816838995568685,0.5703006223780348,1600,1600,1600,2137,0.2,0.05,50,True,1
severe_three_sensors,cross_mask,0.4,0.5989705194197473,-0.020589611605053793,0.0,1.2657917411131903,-0.00016218889696171574,0.24549477442605175,0.6204960224613945,0.40851661207299955,0.21926453850150115,0.007272852693065388,0.058961160505381374,0.0014038371548900327,0.023809523809523808,0.8455232397514395,1600,1600,1600,2137,0.2,0.05,50,True,1
low_cost_accels_only,hard,0.9750000000000001,0.6340664482919981,0.13710809546092662,0.14553111839026678,0.8897926435142495,0.3256110050784518,0.3625663784819322,0.26158165652784277,0.7693027608797379,0.19604252118514007,0.005803621946402136,0.7725783809078147,0.1043518951801591,0.13506965475469412,0.5871344809187575,1600,1600,1600,2137,0.2,0.05,50,True,2
low_cost_accels_only,cross_mask,0.0,0.6340664482919981,0.0,0.0,0.8897926435142495,0.0,0.0,0.0,0.40617688348151615,0.19604252118514007,0.005803621946402136,1.0,0.0,0.0,0.7770190889853985,1600,1600,1600,2137,0.2,0.05,50,True,2
no_shoes,hard,0.9500000000000001,0.6696303228825456,0.12821712681328967,0.13289658399625637,0.8042547492241078,0.2729385454606737,0.3082823075955875,0.3196069255966308,0.7912962096396818,0.178683303869329,0.005980481399514259,0.7009826860084231,0.09546092653252222,0.13618157543391188,0.5545437976754459,1600,1600,1600,2137,0.2,0.05,50,True,2
