condition,target,beta,base_metric,blanket_metric_delta,gate_metric_delta,base_loss,gate_loss_gain,blanket_loss_gain,blanket_joint_harm,target_accuracy,ph,ph_se,apply_rate,joint_harm,cond_harm,threshold,n_pool,n_fit,n_conf,n_test,alpha,delta,k,exchangeable,policy,seed,base_accuracy,gate_accuracy,blanket_accuracy
full,hard,0.65,0.6190605854322668,0.01935719148108528,0.024297384031897296,0.7152923827937155,0.017777979713976176,0.04726603021749652,0.432194046306505,0.5799338478500551,0.05466655056686245,0.008923878758832776,0.2657111356119074,0.09592061742006615,0.36099585062240663,0.5936709266946678,1209,1209,1209,907,0.2,0.05,20,True,selected,0,0.5733186328555678,0.6163175303197354,0.6019845644983461
full,hard,0.65,0.6190605854322668,0.01935719148108528,0.024297384031897296,0.7152923827937155,0.017777979713976176,0.04726603021749652,0.432194046306505,0.5799338478500551,0.05466655056686245,0.008923878758832776,0.2657111356119074,0.09592061742006615,0.36099585062240663,0.5936709266946678,1209,1209,1209,907,0.2,0.05,20,True,hard,0,0.5733186328555678,0.6163175303197354,0.6019845644983461
full,cross_mask,0.5750000000000001,0.6190605854322668,0.0005591753379363684,0.0,0.7152923827937155,0.0,0.022531245188907166,0.3362734288864388,0.5622932745314223,0.051140273388379856,0.008849753933520514,0.0,0.0,0.0,0.5666864505096633,1209,1209,1209,907,0.2,0.05,12,True,cross_mask,0,0.5733186328555678,0.5733186328555678,0.5733186328555678
prot50,hard,0.65,0.5776913352134591,0.0516143148886512,0.04767091315763883,0.7435767380400654,0.0456345324624207,0.07437132293811885,0.4696802646085998,0.5887541345093715,0.08066338019150353,0.009370061026711722,0.35611907386990077,0.14332965821389196,0.4024767801857585,0.5345060481016125,1209,1209,1209,907,0.2,0.05,20,True,selected,0,0.545755237045204,0.5942668136714443,0.5986769570011026
prot50,hard,0.65,0.5776913352134591,0.0516143148886512,0.04767091315763883,0.7435767380400654,0.0456345324624207,0.07437132293811885,0.4696802646085998,0.5887541345093715,0.08066338019150353,0.009370061026711722,0.35611907386990077,0.14332965821389196,0.4024767801857585,0.5345060481016125,1209,1209,1209,907,0.2,0.05,20,True,hard,0,0.545755237045204,0.5942668136714443,0.5986769570011026
prot50,cross_mask,0.7250000000000001,0.5776913352134591,0.02968977924730143,0.007648546144121471,0.7435767380400654,0.00836484983891123,0.046346946275001924,0.402425578831312,0.545755237045204,0.07538958256826539,0.009285477496389253,0.38037486218302097,0.15545755237045203,0.40869565217391307,0.5075182589431573,1209,1209,1209,907,0.2,0.05,12,True,cross_mask,0,0.545755237045204,0.5523704520396913,0.5534729878721059
prot25,hard,0.625,0.5672712243508704,0.06431488865117185,0.08332198774676647,0.7896130114475023,0.10157487741958811,0.11727182969761656,0.46085997794928335,0.5986769570011026,0.10809791533265367,0.010086681933302727,0.48180815876515987,0.175303197353914,0.36384439359267734,0.5134058029042626,1209,1209,1209,907,0.2,0.05,8,True,selected,0,0.5093715545755237,0.61742006615215,0.5953693495038589
prot25,hard,0.625,0.5672712243508704,0.06431488865117185,0.08332198774676647,0.7896130114475023,0.10157487741958811,0.11727182969761656,0.46085997794928335,0.5986769570011026,0.10809791533265367,0.010086681933302727,0.48180815876515987,0.175303197353914,0.36384439359267734,0.5134058029042626,1209,1209,1209,907,0.2,0.05,8,True,hard,0,0.5093715545755237,0.61742006615215,0.5953693495038589
prot25,cross_mask,0.8250000000000001,0.5672712243508704,0.05150734221530673,0.014402411747544419,0.7896130114475023,0.0324359821942879,0.09655280980810756,0.4388092613009923,0.5391400220507166,0.09897419183973195,0.009890447685867675,0.3065049614112459,0.1345093715545755,0.43884892086330934,0.5156987639274196,1209,1209,1209,907,0.2,0.05,8,True,cross_mask,0,0.5093715545755237,0.545755237045204,0.5567805953693495
scaffold,hard,0.4,0.6103325877662161,0.07398132840610716,0.057337352912574135,0.7029218954050848,0.042560907477967834,0.06007357407079871,0.39029768467475195,0.619625137816979,0.05520824151009821,0.008629729333135114,0.33296582138919517,0.09592061742006615,0.28807947019867547,0.5960849177029176,1209,1209,1209,907,0.2,0.05,3,True,selected,0,0.5600882028665931,0.6229327453142227,0.6295479603087101
